grid_id,lat,lng,time_slot,population,crowd_score
다사62504650,37.5181595,127.077057,0,113.32,26.1
다사62504750,37.5271729,127.0770061,0,45.58,15.5
다사62504775,37.5294262,127.0769934,0,2015.81,70.9
다사62504800,37.5316796,127.0769806,0,435.44,40.9
다사62754375,37.4933827,127.0800248,0,1950.79,70.0
다사62754400,37.4956361,127.0800122,0,312.92,36.9
다사62754425,37.4978894,127.0799996,0,10.09,4.2
다사62754450,37.5001428,127.079987,0,190.94,31.0
다사62754475,37.5023961,127.0799743,0,35.28,13.8
다사62754500,37.5046495,127.0799617,0,2782.51,82.8
다사62754525,37.5069028,127.0799491,0,958.91,52.5
다사62754550,37.5091562,127.0799365,0,1789.05,66.0
다사62754575,37.5114095,127.0799238,0,2089.47,72.4
다사62754600,37.5136629,127.0799112,0,6195.68,99.0
다사62754625,37.5159162,127.0798986,0,873.63,50.7
다사62754650,37.5181696,127.0798859,0,47.74,16.0
다사62754750,37.527183,127.0798354,0,846.21,50.2
다사62754775,37.5294363,127.0798228,0,440.64,41.1
다사62754800,37.5316897,127.0798101,0,3825.82,92.1
다사62754825,37.533943,127.0797975,0,2243.09,74.9
다사63004350,37.4911394,127.0828654,0,38.6,14.8
다사63004375,37.4933927,127.0828529,0,27.94,12.3
다사63004400,37.4956461,127.0828403,0,1401.42,60.1
다사63004425,37.4978994,127.0828278,0,194.72,32.0
다사63004450,37.5001528,127.0828153,0,104.43,25.4
다사63004475,37.5024062,127.0828027,0,5.42,1.0
다사63004500,37.5046595,127.0827902,0,1900.12,68.2
다사63004525,37.5069129,127.0827776,0,2471.76,78.1
다사63004550,37.5091662,127.0827651,0,1941.14,69.5
다사63004575,37.5114196,127.0827526,0,1923.98,69.0
다사63004600,37.5136729,127.08274,0,191.13,31.3
다사63004625,37.5159263,127.0827275,0,3905.03,92.9
다사63004650,37.5181796,127.0827149,0,23.26,10.8
다사63004750,37.527193,127.0826647,0,2863.15,83.7
다사63004775,37.5294464,127.0826522,0,3613.97,89.9
다사63004800,37.5316997,127.0826396,0,3116.49,86.5
다사63004825,37.5339531,127.0826271,0,3946.43,93.1
다사63004850,37.5362064,127.0826145,0,2163.3,73.6
다사63254325,37.488896,127.0857058,0,2722.27,81.3
다사63254350,37.4911493,127.0856934,0,1879.32,68.0
다사63254375,37.4934027,127.0856809,0,1589.35,63.8
다사63254400,37.495656,127.0856685,0,1424.39,60.6
다사63254425,37.4979094,127.085656,0,155.13,28.3
다사63254450,37.5001628,127.0856436,0,41.82,15.0
다사63254475,37.5024161,127.0856311,0,1586.57,63.3
다사63254500,37.5046695,127.0856187,0,4115.36,94.6
다사63254525,37.5069228,127.0856062,0,763.0,47.3
다사63254550,37.5091762,127.0855937,0,685.34,46.3
다사63254575,37.5114295,127.0855813,0,6133.99,98.8
다사63254600,37.5136829,127.0855688,0,4300.37,94.8
다사63254625,37.5159362,127.0855564,0,3264.12,88.2
다사63254650,37.5181896,127.0855439,0,176.89,29.3
다사63254750,37.527203,127.085494,0,22.85,10.3
다사63254775,37.5294563,127.0854816,0,826.55,49.5
다사63254800,37.5317097,127.0854691,0,1622.59,64.3
다사63254825,37.533963,127.0854566,0,530.6,43.1
다사63254850,37.5362164,127.0854442,0,1853.9,67.5
다사63504325,37.4889058,127.0885337,0,88.09,22.9
다사63504350,37.4911592,127.0885213,0,3041.25,85.5
다사63504375,37.4934126,127.088509,0,685.35,46.6
다사63504400,37.4956659,127.0884966,0,99.89,24.9
다사63504425,37.4979193,127.0884842,0,97.73,24.6
다사63504450,37.5001726,127.0884719,0,1958.5,70.7
다사63504475,37.502426,127.0884595,0,3951.65,93.3
다사63504500,37.5046794,127.0884471,0,519.64,42.9
다사63504525,37.5069327,127.0884348,0,6258.84,99.3
다사63504550,37.5091861,127.0884224,0,916.55,51.5
다사63504575,37.5114394,127.08841,0,26.45,11.3
다사63504600,37.5136928,127.0883976,0,4084.87,93.8
다사63504625,37.5159461,127.0883853,0,1437.17,60.8
다사63504650,37.5181995,127.0883729,0,74.54,21.4
다사63504750,37.5272129,127.0883234,0,121.49,26.8
다사63504775,37.5294662,127.088311,0,17.67,7.4
다사63504800,37.5317196,127.0882986,0,1513.14,61.6
다사63504825,37.5339729,127.0882862,0,3866.91,92.6
다사63504850,37.5362263,127.0882738,0,1371.4,59.9
다사63504875,37.5384796,127.0882614,0,3272.61,88.4
다사63754350,37.491169,127.0913493,0,573.61,45.1
다사63754375,37.4934224,127.091337,0,2339.22,76.1
다사63754400,37.4956757,127.0913247,0,212.23,33.3
다사63754425,37.4979291,127.0913125,0,97.45,24.4
다사63754450,37.5001825,127.0913002,0,3814.32,91.9
다사63754475,37.5024358,127.0912879,0,2339.53,76.4
다사63754500,37.5046892,127.0912756,0,3218.34,87.7
다사63754525,37.5069425,127.0912633,0,1270.18,57.6
다사63754550,37.5091959,127.091251,0,2696.85,81.0
다사63754575,37.5114492,127.0912387,0,2627.93,80.3
다사63754600,37.5137026,127.0912265,0,114.24,26.4
다사63754625,37.515956,127.0912142,0,1371.15,59.6
다사63754650,37.5182093,127.0912019,0,183.73,30.0
다사63754675,37.5204627,127.0911896,0,6.76,2.5
다사63754700,37.522716,127.0911773,0,17.41,7.1
다사63754725,37.5249694,127.091165,0,196.77,32.5
다사63754750,37.5272227,127.0911527,0,21.22,9.4
다사63754775,37.5294761,127.0911404,0,827.98,49.8
다사63754800,37.5317294,127.0911281,0,18.14,7.6
다사63754825,37.5339828,127.0911158,0,1150.91,55.4
다사63754850,37.5362361,127.0911035,0,1921.93,68.7
다사63754875,37.5384894,127.0910912,0,2381.38,77.1
다사64004350,37.4911788,127.0941773,0,4.57,0.5
다사64004375,37.4934321,127.0941651,0,710.9,46.8
다사64004400,37.4956855,127.0941529,0,192.45,31.5
다사64004425,37.4979389,127.0941407,0,1344.98,59.4
다사64004450,37.5001922,127.0941285,0,2664.79,80.8
다사64004475,37.5024456,127.0941163,0,1155.89,55.7
다사64004500,37.5046989,127.0941041,0,1930.51,69.2
다사64004525,37.5069523,127.0940919,0,3526.89,89.4
다사64004550,37.5092056,127.0940797,0,4786.99,96.8
다사64004575,37.511459,127.0940675,0,2413.54,77.3
다사64004600,37.5137124,127.0940553,0,4301.73,95.1
다사64004625,37.5159657,127.0940431,0,3611.06,89.7
다사64004650,37.5182191,127.0940309,0,678.96,46.1
다사64004675,37.5204724,127.0940187,0,214.82,33.5
다사64004700,37.5227258,127.0940064,0,112.69,25.9
다사64004800,37.5317392,127.0939576,0,1253.11,56.9
다사64004825,37.5339925,127.0939454,0,302.83,35.7
다사64004850,37.5362459,127.0939332,0,1953.64,70.2
다사64004875,37.5384992,127.0939209,0,2491.0,78.6
다사64254300,37.4866817,127.0970294,0,19.31,8.6
다사64254325,37.4889351,127.0970173,0,57.71,17.7
다사64254350,37.4911884,127.0970052,0,167.05,29.1
다사64254375,37.4934418,127.0969931,0,313.64,37.2
다사64254400,37.4956952,127.096981,0,46.66,15.8
다사64254425,37.4979485,127.0969689,0,787.91,48.3
다사64254450,37.5002019,127.0969568,0,1957.48,70.4
다사64254475,37.5024553,127.0969447,0,1637.6,65.3
다사64254500,37.5047086,127.0969326,0,1736.94,65.8
다사64254525,37.506962,127.0969204,0,2896.92,84.2
다사64254550,37.5092153,127.0969083,0,424.2,40.6
다사64254575,37.5114687,127.0968962,0,2655.85,80.5
다사64254600,37.513722,127.0968841,0,671.85,45.8
다사64254625,37.5159754,127.096872,0,64.07,19.5
다사64254650,37.5182288,127.0968599,0,22.92,10.6
다사64254675,37.5204821,127.0968477,0,160.63,28.6
다사64254700,37.5227355,127.0968356,0,11.6,4.8
다사64254775,37.5294955,127.0967992,0,6.18,1.7
다사64254800,37.5317489,127.0967871,0,63.39,19.0
다사64254825,37.5340022,127.096775,0,194.32,31.8
다사64254850,37.5362556,127.0967628,0,5685.97,98.5
다사64254875,37.5385089,127.0967507,0,1086.9,54.2
다사64504300,37.4866913,127.0998572,0,26.91,11.6
다사64504325,37.4889447,127.0998452,0,5211.41,98.3
다사64504350,37.4911981,127.0998332,0,1586.75,63.5
다사64504375,37.4934514,127.0998212,0,166.11,28.8
다사64504400,37.4957048,127.0998092,0,210.26,33.0
다사64504425,37.4979581,127.0997971,0,3041.69,85.7
다사64504450,37.5002115,127.0997851,0,2550.6,79.1
다사64504475,37.5024649,127.0997731,0,2588.37,79.6
다사64504500,37.5047182,127.099761,0,3110.99,86.0
다사64504525,37.5069716,127.099749,0,984.49,53.0
다사64504550,37.509225,127.099737,0,236.23,34.5
다사64504575,37.5114783,127.0997249,0,1270.99,57.9
다사64504600,37.5137317,127.0997129,0,750.23,47.0
다사64504625,37.515985,127.0997009,0,2195.81,74.1
다사64504650,37.5182384,127.0996888,0,4639.2,96.3
다사64504675,37.5204917,127.0996768,0,27.1,11.8
다사64504700,37.5227451,127.0996648,0,21.69,10.1
다사64504725,37.5249984,127.0996527,0,6.83,2.7
다사64504750,37.5272518,127.0996407,0,26.21,11.1
다사64504775,37.5295051,127.0996286,0,68.04,20.7
다사64504850,37.5362652,127.0995925,0,132.34,27.1
다사64504875,37.5385185,127.0995804,0,3708.96,90.9
다사64754300,37.4867009,127.102685,0,1261.94,57.4
다사64754325,37.4889542,127.1026731,0,3033.34,85.0
다사64754350,37.4912076,127.1026612,0,1221.39,56.2
다사64754375,37.493461,127.1026492,0,16.83,6.7
다사64754400,37.4957143,127.1026373,0,2278.81,75.4
다사64754425,37.4979677,127.1026254,0,2234.19,74.6
다사64754450,37.5002211,127.1026134,0,2504.65,78.8
다사64754475,37.5024744,127.1026015,0,49.73,16.3
다사64754500,37.5047278,127.1025895,0,2107.02,72.9
다사64754525,37.5069811,127.1025776,0,2766.86,82.0
다사64754550,37.5092345,127.1025656,0,331.45,37.9
다사64754575,37.5114879,127.1025537,0,402.05,39.7
다사64754600,37.5137412,127.1025417,0,2313.73,75.9
다사64754625,37.5159946,127.1025298,0,1050.77,53.9
다사64754650,37.5182479,127.1025178,0,1814.17,66.5
다사64754675,37.5205013,127.1025059,0,942.41,52.2
다사64754700,37.5227546,127.1024939,0,240.59,34.7
다사64754725,37.525008,127.102482,0,67.53,20.4
다사64754825,37.5340214,127.1024341,0,38.23,14.5
다사64754850,37.5362747,127.1024222,0,50.35,16.5
다사64754875,37.5385281,127.1024102,0,6.51,2.0
다사65004300,37.4867103,127.1055128,0,568.01,44.8
다사65004325,37.4889637,127.105501,0,2475.89,78.3
다사65004350,37.4912171,127.1054891,0,5.82,1.2
다사65004375,37.4934704,127.1054773,0,799.46,48.8
다사65004400,37.4957238,127.1054654,0,2769.4,82.3
다사65004425,37.4979772,127.1054536,0,3111.77,86.2
다사65004450,37.5002305,127.1054417,0,1099.93,54.7
다사65004475,37.5024839,127.1054299,0,2726.72,81.5
다사65004500,37.5047373,127.105418,0,2381.02,76.8
다사65004525,37.5069906,127.1054061,0,2869.03,84.0
다사65004550,37.509244,127.1053943,0,1222.19,56.4
다사65004575,37.5114973,127.1053824,0,873.71,51.0
다사65004600,37.5137507,127.1053706,0,377.4,38.7
다사65004625,37.5160041,127.1053587,0,3865.76,92.4
다사65004650,37.5182574,127.1053468,0,1310.3,58.6
다사65004675,37.5205108,127.105335,0,3788.19,91.6
다사65004700,37.5227641,127.1053231,0,4.07,0.0
다사65004725,37.5250175,127.1053112,0,19.22,8.4
다사65004750,37.5272708,127.1052993,0,273.17,35.5
다사65004800,37.5317775,127.1052756,0,60.89,18.7
다사65004825,37.5340309,127.1052637,0,344.19,38.2
다사65254325,37.4889731,127.1083289,0,303.83,36.0
다사65254350,37.4912265,127.1083171,0,32.27,13.5
다사65254375,37.4934799,127.1083053,0,1613.45,64.0
다사65254400,37.4957332,127.1082936,0,81.55,21.9
다사65254425,37.4979866,127.1082818,0,7412.77,100.0
다사65254450,37.50024,127.10827,0,2024.23,71.2
다사65254475,37.5024933,127.1082583,0,1823.45,67.0
다사65254500,37.5047467,127.1082465,0,1180.12,55.9
다사65254525,37.507,127.1082347,0,3129.84,86.7
다사65254550,37.5092534,127.1082229,0,1120.89,55.2
다사65254575,37.5115068,127.1082112,0,1273.83,58.1
다사65254600,37.5137601,127.1081994,0,3158.09,86.9
다사65254625,37.5160135,127.1081876,0,5067.66,97.8
다사65254650,37.5182668,127.1081758,0,6463.11,99.8
다사65254675,37.5205202,127.108164,0,392.42,39.2
다사65254700,37.5227735,127.1081523,0,1799.08,66.3
다사65254725,37.5250269,127.1081405,0,1576.16,62.8
다사65254750,37.5272803,127.1081287,0,4443.63,95.6
다사65254775,37.5295336,127.1081169,0,188.14,30.8
다사65254800,37.531787,127.1081051,0,308.82,36.7
다사65504325,37.4889825,127.1111568,0,473.51,42.1
다사65504350,37.4912358,127.1111451,0,4.33,0.2
다사65504375,37.4934892,127.1111334,0,534.69,43.3
다사65504400,37.4957426,127.1111217,0,468.4,41.6
다사65504425,37.4979959,127.11111,0,3313.09,88.7
다사65504450,37.5002493,127.1110984,0,402.7,39.9
다사65504475,37.5025027,127.1110867,0,2163.97,73.9
다사65504500,37.504756,127.111075,0,4562.76,96.1
다사65504525,37.5070094,127.1110633,0,1419.55,60.3
다사65504550,37.5092627,127.1110516,0,1310.82,58.9
다사65504575,37.5115161,127.1110399,0,2924.14,84.5
다사65504600,37.5137695,127.1110282,0,763.33,47.8
다사65504625,37.5160228,127.1110165,0,3774.69,91.1
다사65504650,37.5182762,127.1110048,0,4443.22,95.3
다사65504675,37.5205295,127.1109931,0,838.95,50.0
다사65504700,37.5227829,127.1109814,0,4786.93,96.6
다사65504725,37.5250363,127.1109697,0,562.6,44.1
다사65504750,37.5272896,127.110958,0,323.79,37.7
다사65504775,37.529543,127.1109463,0,18.8,7.9
다사65504800,37.5317963,127.1109346,0,252.66,35.2
다사65504825,37.5340497,127.1109229,0,1871.57,67.7
다사65504850,37.536303,127.1109112,0,63.51,19.2
다사65754325,37.4889917,127.1139847,0,2055.25,72.2
다사65754350,37.4912451,127.1139731,0,562.23,43.8
다사65754375,37.4934985,127.1139615,0,808.1,49.0
다사65754400,37.4957518,127.1139499,0,16.92,6.9
다사65754425,37.4980052,127.1139383,0,6.75,2.2
다사65754450,37.5002586,127.1139267,0,1344.63,59.1
다사65754475,37.5025119,127.1139151,0,763.27,47.5
다사65754500,37.5047653,127.1139035,0,1635.87,65.0
다사65754525,37.5070187,127.1138919,0,3037.53,85.2
다사65754550,37.509272,127.1138803,0,1110.84,54.9
다사65754575,37.5115254,127.1138686,0,5051.31,97.5
다사65754600,37.5137788,127.113857,0,1287.29,58.4
다사65754625,37.5160321,127.1138454,0,4835.86,97.0
다사65754650,37.5182855,127.1138338,0,2036.46,71.4
다사65754675,37.5205388,127.1138222,0,3660.1,90.1
다사65754700,37.5227922,127.1138106,0,813.11,49.3
다사65754725,37.5250455,127.113799,0,1820.2,66.7
다사65754750,37.5272989,127.1137874,0,10.04,3.9
다사65754775,37.5295523,127.1137757,0,2943.39,84.7
다사65754800,37.5318056,127.1137641,0,3216.52,87.4
다사65754825,37.534059,127.1137525,0,4.59,0.7
다사65754850,37.5363123,127.1137409,0,15.23,6.2
다사66004350,37.4912543,127.116801,0,3224.43,87.9
다사66004375,37.4935077,127.1167895,0,2833.65,83.3
다사66004400,37.4957611,127.116778,0,2453.19,77.8
다사66004425,37.4980144,127.1167665,0,480.51,42.4
다사66004450,37.5002678,127.116755,0,2583.44,79.3
다사66004475,37.5025212,127.1167435,0,2605.92,79.8
다사66004500,37.5047745,127.116732,0,217.53,33.7
다사66004525,37.5070279,127.1167204,0,1554.14,62.3
다사66004550,37.5092812,127.1167089,0,70.21,21.2
다사66004575,37.5115346,127.1166974,0,1945.43,69.7
다사66004600,37.513788,127.1166859,0,2606.63,80.0
다사66004625,37.5160413,127.1166743,0,9.34,3.4
다사66004650,37.5182947,127.1166628,0,59.93,18.5
다사66004675,37.520548,127.1166513,0,146.45,28.1
다사66004700,37.5228014,127.1166398,0,4089.02,94.1
다사66004725,37.5250548,127.1166282,0,306.89,36.2
다사66004750,37.5273081,127.1166167,0,1032.62,53.4
다사66004775,37.5295615,127.1166052,0,3672.23,90.6
다사66004800,37.5318148,127.1165936,0,4446.24,95.8
다사66004825,37.5340682,127.1165821,0,448.87,41.4
다사66004850,37.5363215,127.1165706,0,2053.34,71.9
다사66254350,37.4912635,127.119629,0,12.99,5.7
다사66254375,37.4935168,127.1196176,0,1633.9,64.5
다사66254400,37.4957702,127.1196062,0,231.95,34.2
다사66254425,37.4980236,127.1195947,0,3366.4,88.9
다사66254450,37.5002769,127.1195833,0,658.7,45.6
다사66254475,37.5025303,127.1195719,0,5144.65,98.0
다사66254500,37.5047837,127.1195604,0,3481.07,89.2
다사66254525,37.507037,127.119549,0,1548.8,62.1
다사66254550,37.5092904,127.1195376,0,2349.96,76.6
다사66254575,37.5115437,127.1195261,0,4923.26,97.3
다사66254600,37.5137971,127.1195147,0,1666.85,65.5
다사66254625,37.5160505,127.1195033,0,11.6,4.8
다사66254725,37.5250639,127.1194575,0,88.56,23.2
다사66254750,37.5273173,127.119446,0,988.45,53.2
다사66254775,37.5295706,127.1194346,0,27.75,12.1
다사66254800,37.531824,127.1194231,0,469.67,41.9
다사66254825,37.5340773,127.1194117,0,1448.87,61.1
다사66504375,37.4935259,127.1224457,0,902.26,51.2
다사66504400,37.4957793,127.1224343,0,6260.39,99.5
다사66504425,37.4980326,127.122423,0,789.9,48.5
다사66504450,37.500286,127.1224116,0,2143.88,73.2
다사66504475,37.5025394,127.1224003,0,2039.88,71.7
다사66504500,37.5047927,127.1223889,0,931.92,51.7
다사66504525,37.5070461,127.1223776,0,2741.63,81.8
다사66504550,37.5092995,127.1223662,0,1534.82,61.8
다사66504575,37.5115528,127.1223549,0,56.32,17.5
다사66504600,37.5138062,127.1223435,0,2159.13,73.4
다사66504625,37.5160596,127.1223322,0,140.74,27.8
다사66504650,37.5183129,127.1223208,0,50.98,16.7
다사66504725,37.525073,127.1222867,0,90.65,23.6
다사66504750,37.5273263,127.1222754,0,1255.81,57.1
다사66504775,37.5295797,127.122264,0,1465.95,61.3
다사66504800,37.5318331,127.1222526,0,1578.73,63.1
다사66754400,37.4957883,127.1252625,0,2273.91,75.1
다사66754425,37.4980416,127.1252512,0,408.22,40.4
다사66754450,37.500295,127.1252399,0,2306.33,75.6
다사66754475,37.5025484,127.1252287,0,1635.72,64.8
다사66754500,37.5048017,127.1252174,0,1914.47,68.5
다사66754525,37.5070551,127.1252062,0,9.59,3.7
다사66754550,37.5093085,127.1251949,0,511.92,42.6
다사66754575,37.5115618,127.1251836,0,3782.81,91.4
다사66754600,37.5138152,127.1251724,0,12.68,5.4
다사66754625,37.5160686,127.1251611,0,355.08,38.4
다사66754650,37.5183219,127.1251498,0,85.79,22.4
다사66754675,37.5205753,127.1251385,0,195.53,32.3
다사66754700,37.5228286,127.1251273,0,20.12,9.1
다사66754725,37.525082,127.125116,0,2228.99,74.4
다사66754750,37.5273354,127.1251047,0,3661.77,90.4
다사66754775,37.5295887,127.1250934,0,564.63,44.6
다사67004425,37.4980506,127.1280794,0,2818.8,83.0
다사67004450,37.5003039,127.1280683,0,560.57,43.6
다사67004475,37.5025573,127.1280571,0,387.1,38.9
다사67004500,37.5048107,127.1280459,0,44.83,15.3
다사67004525,37.507064,127.1280347,0,178.48,29.6
다사67004550,37.5093174,127.1280236,0,4090.28,94.3
다사67004575,37.5115708,127.1280124,0,28.33,12.6
다사67004600,37.5138241,127.1280012,0,787.51,48.0
다사67004625,37.5160775,127.12799,0,204.97,32.8
다사67004650,37.5183309,127.1279788,0,400.65,39.4
다사67004675,37.5205842,127.1279676,0,35.87,14.0
다사67004700,37.5228376,127.1279564,0,135.36,27.6
다사67004725,37.525091,127.1279453,0,94.75,24.1
다사67004750,37.5273443,127.1279341,0,109.53,25.6
다사67254475,37.5025662,127.1308855,0,6.01,1.5
다사67254500,37.5048196,127.1308744,0,1847.58,67.2
다사67254525,37.5070729,127.1308633,0,218.49,34.0
다사67254550,37.5093263,127.1308522,0,2769.52,82.5
다사67254575,37.5115797,127.1308411,0,185.56,30.5
다사67254600,37.513833,127.13083,0,184.16,30.3
다사67254625,37.5160864,127.1308189,0,65.86,20.0
다사67254650,37.5183397,127.1308078,0,1243.26,56.7
다사67254675,37.5205931,127.1307967,0,19.59,8.9
다사67254700,37.5228465,127.1307856,0,1041.16,53.7
다사67504550,37.5093351,127.1336809,0,10.39,4.4
다사67504575,37.5115885,127.1336699,0,59.22,18.2
다사67504600,37.5138418,127.1336589,0,32.19,13.3
다사67504625,37.5160952,127.1336478,0,3173.84,87.2
다사61754500,37.5046087,127.0686478,1,57.83,18.0
다사61754525,37.5068621,127.0686349,1,311.0,37.2
다사61754550,37.5091154,127.0686219,1,131.32,27.3
다사61754575,37.5113688,127.0686089,1,87.71,22.9
다사61754600,37.5136221,127.068596,1,29.73,12.6
다사61754625,37.5158755,127.068583,1,12.49,5.9
다사61754650,37.5181288,127.06857,1,81.53,21.4
다사61754675,37.5203822,127.0685571,1,13.18,6.7
다사62004450,37.5001123,127.0715021,1,1090.77,54.2
다사62004475,37.5023657,127.0714892,1,78.27,21.2
다사62004500,37.504619,127.0714763,1,87.24,22.7
다사62004525,37.5068724,127.0714634,1,31.37,13.5
다사62004550,37.5091257,127.0714505,1,17.95,8.9
다사62004575,37.5113791,127.0714377,1,305.23,35.7
다사62004625,37.5158858,127.0714119,1,178.91,29.8
다사62004650,37.5181391,127.071399,1,83.47,21.9
다사62004675,37.5203925,127.0713861,1,20.84,10.8
다사62254425,37.4978692,127.0743432,1,884.15,51.0
다사62254450,37.5001225,127.0743304,1,63.48,19.2
다사62254475,37.5023759,127.0743176,1,68.02,20.2
다사62254500,37.5046292,127.0743048,1,4116.32,93.8
다사62254525,37.5068826,127.074292,1,30.31,12.8
다사62254550,37.5091359,127.0742792,1,550.49,43.3
다사62254575,37.5113893,127.0742664,1,30.47,13.1
다사62254600,37.5136426,127.0742536,1,64.96,19.7
다사62254625,37.515896,127.0742408,1,5.38,1.2
다사62254650,37.5181493,127.074228,1,45.17,16.0
다사62254675,37.5204027,127.0742152,1,7.79,3.9
다사62254750,37.5271627,127.0741768,1,7.62,3.7
다사62254775,37.5294161,127.0741639,1,388.97,39.4
다사62504375,37.4933726,127.0771968,1,2883.12,84.2
다사62504400,37.495626,127.0771841,1,105.15,25.9
다사62504425,37.4978793,127.0771714,1,249.43,34.7
다사62504450,37.5001327,127.0771587,1,99.42,25.4
다사62504475,37.502386,127.077146,1,938.53,52.0
다사62504500,37.5046394,127.0771332,1,12.76,6.4
다사62504525,37.5068927,127.0771205,1,2122.6,72.9
다사62504550,37.5091461,127.0771078,1,977.59,52.5
다사62504575,37.5113995,127.0770951,1,1574.8,63.3
다사62504600,37.5136528,127.0770824,1,2444.63,77.8
다사62504625,37.5159062,127.0770697,1,588.05,45.1
다사62504650,37.5181595,127.077057,1,110.1,26.1
다사62504750,37.5271729,127.0770061,1,44.88,15.8
다사62504775,37.5294262,127.0769934,1,2028.44,71.7
다사62504800,37.5316796,127.0769806,1,426.36,40.6
다사62754375,37.4933827,127.0800248,1,1972.11,70.7
다사62754400,37.4956361,127.0800122,1,309.88,36.9
다사62754425,37.4978894,127.0799996,1,10.0,4.9
다사62754450,37.5001428,127.079987,1,189.05,31.0
다사62754475,37.5023961,127.0799743,1,34.32,14.5
다사62754500,37.5046495,127.0799617,1,2816.28,83.5
다사62754525,37.5069028,127.0799491,1,980.01,52.7
다사62754550,37.5091562,127.0799365,1,1754.79,66.3
다사62754575,37.5114095,127.0799238,1,2017.77,71.2
다사62754600,37.5136629,127.0799112,1,6158.08,99.3
다사62754625,37.5159162,127.0798986,1,867.22,50.0
다사62754650,37.5181696,127.0798859,1,46.38,16.5
다사62754750,37.527183,127.0798354,1,879.11,50.5
다사62754775,37.5294363,127.0798228,1,447.53,40.9
다사62754800,37.5316897,127.0798101,1,3780.39,91.6
다사62754825,37.533943,127.0797975,1,2307.57,75.9
다사63004350,37.4911394,127.0828654,1,38.6,15.0
다사63004375,37.4933927,127.0828529,1,24.24,12.3
다사63004400,37.4956461,127.0828403,1,1412.19,60.3
다사63004425,37.4978994,127.0828278,1,192.8,32.0
다사63004450,37.5001528,127.0828153,1,102.96,25.6
다사63004475,37.5024062,127.0828027,1,5.42,1.5
다사63004500,37.5046595,127.0827902,1,1923.78,69.2
다사63004525,37.5069129,127.0827776,1,2509.07,78.8
다사63004550,37.5091662,127.0827651,1,1944.83,70.0
다사63004575,37.5114196,127.0827526,1,1853.41,67.7
다사63004600,37.5136729,127.08274,1,182.81,30.0
다사63004625,37.5159263,127.0827275,1,3971.47,93.3
다사63004650,37.5181796,127.0827149,1,22.59,11.3
다사63004750,37.527193,127.0826647,1,2899.81,84.5
다사63004775,37.5294464,127.0826522,1,3654.18,89.9
다사63004800,37.5316997,127.0826396,1,3087.86,86.5
다사63004825,37.5339531,127.0826271,1,3971.34,93.1
다사63004850,37.5362064,127.0826145,1,2126.57,73.2
다사63254325,37.488896,127.0857058,1,2679.75,81.0
다사63254350,37.4911493,127.0856934,1,1888.3,68.0
다사63254375,37.4934027,127.0856809,1,1587.01,64.0
다사63254400,37.495656,127.0856685,1,1434.96,60.8
다사63254425,37.4979094,127.085656,1,153.61,28.6
다사63254450,37.5001628,127.0856436,1,41.82,15.3
다사63254475,37.5024161,127.0856311,1,1583.26,63.5
다사63254500,37.5046695,127.0856187,1,4135.02,94.3
