sensor_id,lat,lng,illuminance_lux,measured_at
V02Q1940117,37.508537127,127.087121735,234.0,2026-08-30T07:00:00+09:00
V02Q1940117,37.508537127,127.087121735,2.0,2026-08-30T06:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T05:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T04:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T03:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T02:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T01:00:00+09:00
V02Q1940117,37.508537127,127.087121735,0.0,2026-08-30T00:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T00:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T23:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T22:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T21:00:00+09:00
V02Q1940129,37.497655712,127.074468747,2.0,2026-08-30T20:00:00+09:00
V02Q1940129,37.497655712,127.074468747,141.0,2026-08-30T19:00:00+09:00
V02Q1940129,37.497655712,127.074468747,282.0,2026-08-30T18:00:00+09:00
V02Q1940129,37.497655712,127.074468747,929.0,2026-08-30T17:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1480.0,2026-08-30T16:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1687.0,2026-08-30T15:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1951.0,2026-08-30T14:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1934.0,2026-08-30T13:00:00+09:00
V02Q1940129,37.497655712,127.074468747,3341.0,2026-08-30T12:00:00+09:00
V02Q1940129,37.497655712,127.074468747,2413.0,2026-08-30T11:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1520.0,2026-08-30T10:00:00+09:00
V02Q1940129,37.497655712,127.074468747,791.0,2026-08-30T09:00:00+09:00
V02Q1940129,37.497655712,127.074468747,568.0,2026-08-30T08:00:00+09:00
V02Q1940129,37.497655712,127.074468747,113.0,2026-08-30T07:00:00+09:00
V02Q1940129,37.497655712,127.074468747,1.0,2026-08-30T06:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T05:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T04:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T03:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T02:00:00+09:00
V02Q1940129,37.497655712,127.074468747,0.0,2026-08-30T01:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T00:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T01:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T02:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T03:00:00+09:00
V02Q1940742,37.501040267,127.109739451,44.0,2026-08-30T04:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T05:00:00+09:00
V02Q1940742,37.501040267,127.109739451,37.0,2026-08-30T06:00:00+09:00
V02Q1940742,37.501040267,127.109739451,254.0,2026-08-30T07:00:00+09:00
V02Q1940742,37.501040267,127.109739451,1307.0,2026-08-30T08:00:00+09:00
V02Q1940742,37.501040267,127.109739451,1603.0,2026-08-30T09:00:00+09:00
V02Q1940742,37.501040267,127.109739451,3120.0,2026-08-30T10:00:00+09:00
V02Q1940742,37.501040267,127.109739451,4238.0,2026-08-30T11:00:00+09:00
V02Q1940742,37.501040267,127.109739451,4516.0,2026-08-30T12:00:00+09:00
V02Q1940742,37.501040267,127.109739451,3333.0,2026-08-30T13:00:00+09:00
V02Q1940742,37.501040267,127.109739451,3360.0,2026-08-30T14:00:00+09:00
V02Q1940742,37.501040267,127.109739451,3092.0,2026-08-30T15:00:00+09:00
V02Q1940742,37.501040267,127.109739451,2825.0,2026-08-30T16:00:00+09:00
V02Q1940742,37.501040267,127.109739451,2029.0,2026-08-30T17:00:00+09:00
V02Q1940742,37.501040267,127.109739451,682.0,2026-08-30T18:00:00+09:00
V02Q1940742,37.501040267,127.109739451,269.0,2026-08-30T19:00:00+09:00
V02Q1940742,37.501040267,127.109739451,34.0,2026-08-30T20:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T21:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T23:00:00+09:00
V02Q1940742,37.501040267,127.109739451,43.0,2026-08-30T22:00:00+09:00
OC3CL210115,37.525641,127.129665,16.0,2026-08-31T01:07:00+09:00
V02Q1940082,37.495507594,127.085748474,0.0,2026-08-31T01:07:00+09:00
V02Q1940098,37.48670146,127.1000197,0.0,2026-08-31T01:07:00+09:00
V02Q1940100,37.494978959,127.093144214,16.0,2026-08-31T01:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T01:07:00+09:00
V02Q1940391,37.528616803,127.085121222,1.0,2026-08-31T01:07:00+09:00
V02Q1940392,37.538286643,127.09239683,0.0,2026-08-31T01:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T01:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T01:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T01:07:00+09:00
V02Q1940507,37.531277474,127.123271252,371.0,2026-08-31T01:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T01:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T01:07:00+09:00
V02Q1940708,37.514300619,127.091447797,0.0,2026-08-31T01:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T01:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T01:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T01:07:00+09:00
V02Q1940736,37.504194933,127.128187719,8.0,2026-08-31T01:07:00+09:00
V02Q1940767,37.502603852,127.092310875,0.0,2026-08-31T01:07:00+09:00
V02Q1940772,37.503635193,127.103503284,0.0,2026-08-31T01:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T01:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T01:07:00+09:00
V02Q1940784,37.498247757,127.126296648,1.0,2026-08-31T01:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T01:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T01:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T01:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T01:07:00+09:00
V02Q1940811,37.52727312,127.116249051,1.0,2026-08-31T01:07:00+09:00
V02Q1940819,37.507344263,127.104688643,0.0,2026-08-31T01:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T01:07:00+09:00
V02Q1940821,37.502832774,127.108694904,77.0,2026-08-31T01:07:00+09:00
V02Q1940832,37.511768309,127.124209484,0.0,2026-08-31T01:07:00+09:00
V02Q1940838,37.51767925,127.08881891,0.0,2026-08-31T01:07:00+09:00
V02Q1940860,37.533442403,127.080963254,0.0,2026-08-31T01:07:00+09:00
V02Q1940873,37.53247211,127.114301129,0.0,2026-08-31T01:07:00+09:00
V02Q1940887,37.502749128,127.09252424,0.0,2026-08-31T01:07:00+09:00
V02Q1940941,37.509088133,127.084056858,0.0,2026-08-31T01:07:00+09:00
V02Q1940392,37.538286643,127.09239683,0.0,2026-08-31T02:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T02:07:00+09:00
V02Q1940391,37.528616803,127.085121222,1.0,2026-08-31T02:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T02:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T02:07:00+09:00
V02Q1940860,37.533442403,127.080963254,0.0,2026-08-31T02:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T02:07:00+09:00
V02Q1940784,37.498247757,127.126296648,1.0,2026-08-31T02:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T02:07:00+09:00
V02Q1940708,37.514300619,127.091447797,0.0,2026-08-31T02:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T02:07:00+09:00
V02Q1940767,37.502603852,127.092310875,0.0,2026-08-31T02:07:00+09:00
V02Q1940772,37.503635193,127.103503284,0.0,2026-08-31T02:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T02:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T02:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T02:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T02:07:00+09:00
V02Q1940736,37.504194933,127.128187719,8.0,2026-08-31T02:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T02:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T02:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T02:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T02:07:00+09:00
V02Q1940811,37.52727312,127.116249051,1.0,2026-08-31T02:07:00+09:00
V02Q1940819,37.507344263,127.104688643,0.0,2026-08-31T02:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T02:07:00+09:00
V02Q1940821,37.502832774,127.108694904,76.0,2026-08-31T02:07:00+09:00
V02Q1940832,37.511768309,127.124209484,0.0,2026-08-31T02:07:00+09:00
V02Q1940838,37.51767925,127.08881891,0.0,2026-08-31T02:07:00+09:00
V02Q1940873,37.53247211,127.114301129,0.0,2026-08-31T02:07:00+09:00
V02Q1940887,37.502749128,127.09252424,0.0,2026-08-31T02:07:00+09:00
V02Q1940941,37.509088133,127.084056858,0.0,2026-08-31T02:07:00+09:00
V02Q1940507,37.531277474,127.123271252,367.0,2026-08-31T02:07:00+09:00
V02Q1940098,37.48670146,127.1000197,0.0,2026-08-31T02:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T02:07:00+09:00
V02Q1940082,37.495507594,127.085748474,0.0,2026-08-31T02:07:00+09:00
V02Q1940100,37.494978959,127.093144214,16.0,2026-08-31T02:07:00+09:00
OC3CL210115,37.525641,127.129665,16.0,2026-08-31T02:07:00+09:00
V02Q1940392,37.538286643,127.09239683,0.0,2026-08-31T03:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T03:07:00+09:00
V02Q1940391,37.528616803,127.085121222,1.0,2026-08-31T03:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T03:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T03:07:00+09:00
V02Q1940860,37.533442403,127.080963254,0.0,2026-08-31T03:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T03:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T03:07:00+09:00
V02Q1940708,37.514300619,127.091447797,0.0,2026-08-31T03:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T03:07:00+09:00
V02Q1940767,37.502603852,127.092310875,0.0,2026-08-31T03:07:00+09:00
V02Q1940772,37.503635193,127.103503284,0.0,2026-08-31T03:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T03:07:00+09:00
V02Q1940784,37.498247757,127.126296648,1.0,2026-08-31T03:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T03:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T03:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T03:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T03:07:00+09:00
V02Q1940736,37.504194933,127.128187719,8.0,2026-08-31T03:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T03:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T03:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T03:07:00+09:00
V02Q1940811,37.52727312,127.116249051,1.0,2026-08-31T03:07:00+09:00
V02Q1940819,37.507344263,127.104688643,0.0,2026-08-31T03:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T03:07:00+09:00
V02Q1940821,37.502832774,127.108694904,78.0,2026-08-31T03:07:00+09:00
V02Q1940832,37.511768309,127.124209484,0.0,2026-08-31T03:07:00+09:00
V02Q1940838,37.51767925,127.08881891,0.0,2026-08-31T03:07:00+09:00
V02Q1940873,37.53247211,127.114301129,0.0,2026-08-31T03:07:00+09:00
V02Q1940887,37.502749128,127.09252424,0.0,2026-08-31T03:07:00+09:00
V02Q1940941,37.509088133,127.084056858,0.0,2026-08-31T03:07:00+09:00
V02Q1940507,37.531277474,127.123271252,370.0,2026-08-31T03:07:00+09:00
V02Q1940098,37.48670146,127.1000197,0.0,2026-08-31T03:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T03:07:00+09:00
V02Q1940082,37.495507594,127.085748474,0.0,2026-08-31T03:07:00+09:00
V02Q1940100,37.494978959,127.093144214,16.0,2026-08-31T03:07:00+09:00
OC3CL210115,37.525641,127.129665,16.0,2026-08-31T03:07:00+09:00
OC3CL210115,37.525641,127.129665,17.0,2026-08-31T04:07:00+09:00
V02Q1940082,37.495507594,127.085748474,0.0,2026-08-31T04:07:00+09:00
V02Q1940098,37.48670146,127.1000197,0.0,2026-08-31T04:07:00+09:00
V02Q1940100,37.494978959,127.093144214,21.0,2026-08-31T04:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T04:07:00+09:00
V02Q1940391,37.528616803,127.085121222,1.0,2026-08-31T04:07:00+09:00
V02Q1940392,37.538286643,127.09239683,0.0,2026-08-31T04:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T04:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T04:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T04:07:00+09:00
V02Q1940507,37.531277474,127.123271252,410.0,2026-08-31T04:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T04:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T04:07:00+09:00
V02Q1940708,37.514300619,127.091447797,0.0,2026-08-31T04:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T04:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T04:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T04:07:00+09:00
V02Q1940736,37.504194933,127.128187719,10.0,2026-08-31T04:07:00+09:00
V02Q1940767,37.502603852,127.092310875,0.0,2026-08-31T04:07:00+09:00
V02Q1940772,37.503635193,127.103503284,0.0,2026-08-31T04:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T04:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T04:07:00+09:00
V02Q1940784,37.498247757,127.126296648,1.0,2026-08-31T04:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T04:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T04:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T04:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T04:07:00+09:00
V02Q1940811,37.52727312,127.116249051,2.0,2026-08-31T04:07:00+09:00
V02Q1940819,37.507344263,127.104688643,0.0,2026-08-31T04:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T04:07:00+09:00
V02Q1940821,37.502832774,127.108694904,107.0,2026-08-31T04:07:00+09:00
V02Q1940832,37.511768309,127.124209484,0.0,2026-08-31T04:07:00+09:00
V02Q1940838,37.51767925,127.08881891,0.0,2026-08-31T04:07:00+09:00
V02Q1940860,37.533442403,127.080963254,0.0,2026-08-31T04:07:00+09:00
V02Q1940873,37.53247211,127.114301129,0.0,2026-08-31T04:07:00+09:00
V02Q1940887,37.502749128,127.09252424,0.0,2026-08-31T04:07:00+09:00
V02Q1940941,37.509088133,127.084056858,0.0,2026-08-31T04:07:00+09:00
OC3CL210115,37.525641,127.129665,17.0,2026-08-31T05:07:00+09:00
V02Q1940082,37.495507594,127.085748474,0.0,2026-08-31T05:07:00+09:00
V02Q1940098,37.48670146,127.1000197,0.0,2026-08-31T05:07:00+09:00
V02Q1940100,37.494978959,127.093144214,23.0,2026-08-31T05:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T05:07:00+09:00
V02Q1940391,37.528616803,127.085121222,1.0,2026-08-31T05:07:00+09:00
V02Q1940392,37.538286643,127.09239683,0.0,2026-08-31T05:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T05:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T05:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T05:07:00+09:00
V02Q1940507,37.531277474,127.123271252,428.0,2026-08-31T05:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T05:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T05:07:00+09:00
V02Q1940708,37.514300619,127.091447797,0.0,2026-08-31T05:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T05:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T05:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T05:07:00+09:00
V02Q1940736,37.504194933,127.128187719,11.0,2026-08-31T05:07:00+09:00
V02Q1940767,37.502603852,127.092310875,0.0,2026-08-31T05:07:00+09:00
V02Q1940772,37.503635193,127.103503284,0.0,2026-08-31T05:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T05:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T05:07:00+09:00
V02Q1940784,37.498247757,127.126296648,0.0,2026-08-31T05:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T05:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T05:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T05:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T05:07:00+09:00
V02Q1940811,37.52727312,127.116249051,2.0,2026-08-31T05:07:00+09:00
V02Q1940819,37.507344263,127.104688643,0.0,2026-08-31T05:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T05:07:00+09:00
V02Q1940821,37.502832774,127.108694904,113.0,2026-08-31T05:07:00+09:00
V02Q1940832,37.511768309,127.124209484,0.0,2026-08-31T05:07:00+09:00
V02Q1940838,37.51767925,127.08881891,0.0,2026-08-31T05:07:00+09:00
V02Q1940860,37.533442403,127.080963254,0.0,2026-08-31T05:07:00+09:00
V02Q1940873,37.53247211,127.114301129,0.0,2026-08-31T05:07:00+09:00
V02Q1940887,37.502749128,127.09252424,0.0,2026-08-31T05:07:00+09:00
V02Q1940941,37.509088133,127.084056858,0.0,2026-08-31T05:07:00+09:00
OC3CL210115,37.525641,127.129665,19.0,2026-08-31T06:07:00+09:00
V02Q1940082,37.495507594,127.085748474,1.0,2026-08-31T06:07:00+09:00
V02Q1940098,37.48670146,127.1000197,1.0,2026-08-31T06:07:00+09:00
V02Q1940100,37.494978959,127.093144214,25.0,2026-08-31T06:07:00+09:00
V02Q1940246,37.49920086,127.072395308,0.0,2026-08-31T06:07:00+09:00
V02Q1940391,37.528616803,127.085121222,2.0,2026-08-31T06:07:00+09:00
V02Q1940392,37.538286643,127.09239683,1.0,2026-08-31T06:07:00+09:00
V02Q1940403,37.534309074,127.081985567,0.0,2026-08-31T06:07:00+09:00
V02Q1940411,37.533878243,127.091521,0.0,2026-08-31T06:07:00+09:00
V02Q1940506,37.535029673,127.093240689,0.0,2026-08-31T06:07:00+09:00
V02Q1940507,37.531277474,127.123271252,393.0,2026-08-31T06:07:00+09:00
V02Q1940679,37.495212727,127.121438826,0.0,2026-08-31T06:07:00+09:00
V02Q1940706,37.502049127,127.117110751,0.0,2026-08-31T06:07:00+09:00
V02Q1940708,37.514300619,127.091447797,1.0,2026-08-31T06:07:00+09:00
V02Q1940713,37.516185359,127.114540561,0.0,2026-08-31T06:07:00+09:00
V02Q1940714,37.513385412,127.10686824,0.0,2026-08-31T06:07:00+09:00
V02Q1940734,37.518407904,127.100366298,0.0,2026-08-31T06:07:00+09:00
V02Q1940736,37.504194933,127.128187719,12.0,2026-08-31T06:07:00+09:00
V02Q1940767,37.502603852,127.092310875,1.0,2026-08-31T06:07:00+09:00
V02Q1940772,37.503635193,127.103503284,1.0,2026-08-31T06:07:00+09:00
V02Q1940775,37.505801455,127.109663753,0.0,2026-08-31T06:07:00+09:00
V02Q1940781,37.506173683,127.084756221,0.0,2026-08-31T06:07:00+09:00
V02Q1940784,37.498247757,127.126296648,0.0,2026-08-31T06:07:00+09:00
V02Q1940787,37.512955044,127.094661921,0.0,2026-08-31T06:07:00+09:00
V02Q1940788,37.509617855,127.0741524,0.0,2026-08-31T06:07:00+09:00
V02Q1940790,37.514278277,127.112258966,0.0,2026-08-31T06:07:00+09:00
V02Q1940800,37.519952859,127.1123122,0.0,2026-08-31T06:07:00+09:00
V02Q1940811,37.52727312,127.116249051,0.0,2026-08-31T06:07:00+09:00
V02Q1940819,37.507344263,127.104688643,1.0,2026-08-31T06:07:00+09:00
V02Q1940820,37.511104225,127.102321793,0.0,2026-08-31T06:07:00+09:00
