shade_id,lat,lng,shade_type,shade_score
TREE_00042,37.51301236,127.0983821,tree,100.0
TREE_00043,37.51263394,127.0985434,tree,100.0
TREE_00044,37.51465576,127.099524,tree,100.0
TREE_00045,37.5119683,127.1008303,tree,100.0
TREE_00046,37.51365396,127.1019397,tree,100.0
TREE_00047,37.51261993,127.0984749,tree,100.0
TREE_00048,37.51470833,127.0994841,tree,100.0
TREE_00049,37.51190905,127.1008887,tree,100.0
TREE_00050,37.51368025,127.1020139,tree,100.0
TREE_00051,37.51475476,127.0994564,tree,100.0
TREE_00052,37.51296772,127.0982214,tree,100.0
TREE_00053,37.5147725,127.0994393,tree,100.0
TREE_00054,37.51481628,127.1006516,tree,100.0
TREE_00055,37.51185938,127.1009174,tree,100.0
TREE_00056,37.51481212,127.1007321,tree,100.0
TREE_00057,37.51485668,127.1005913,tree,100.0
TREE_00058,37.51478433,127.0993705,tree,100.0
TREE_00059,37.51257667,127.0983363,tree,100.0
TREE_00060,37.51370289,127.1020923,tree,100.0
TREE_00061,37.51294004,127.0981453,tree,100.0
TREE_00062,37.51489592,127.1005501,tree,100.0
TREE_00063,37.51482352,127.1008647,tree,100.0
TREE_00064,37.51181291,127.1009483,tree,100.0
TREE_00065,37.51484246,127.1008074,tree,100.0
TREE_00066,37.51483413,127.1009311,tree,100.0
TREE_00067,37.5149386,127.1005229,tree,100.0
TREE_00068,37.51372237,127.1021631,tree,100.0
TREE_00069,37.51178047,127.1009952,tree,100.0
TREE_00070,37.51487693,127.1009042,tree,100.0
TREE_00071,37.51486491,127.0993026,tree,100.0
TREE_00072,37.51485369,127.1010006,tree,100.0
TREE_00073,37.51254225,127.0981904,tree,100.0
TREE_00074,37.51172753,127.1010308,tree,100.0
TREE_00075,37.51372851,127.1022492,tree,100.0
TREE_00076,37.51490154,127.1009812,tree,100.0
TREE_00077,37.51488074,127.1010572,tree,100.0
TREE_00078,37.51491023,127.099265,tree,100.0
TREE_00079,37.51500391,127.1006903,tree,100.0
TREE_00080,37.51498565,127.1007808,tree,100.0
TREE_00081,37.51491884,127.1010464,tree,100.0
TREE_00082,37.51417269,127.1020776,tree,100.0
TREE_00083,37.51503328,127.1006452,tree,100.0
TREE_00084,37.51421428,127.1020546,tree,100.0
TREE_00085,37.51500386,127.1008324,tree,100.0
TREE_00086,37.51427644,127.1020221,tree,100.0
TREE_00087,37.51490677,127.1011359,tree,100.0
TREE_00088,37.51495304,127.0992287,tree,100.0
TREE_00089,37.51505844,127.1006314,tree,100.0
TREE_00090,37.51434501,127.1019799,tree,100.0
TREE_00091,37.51375535,127.1023313,tree,100.0
TREE_00092,37.51440971,127.1019474,tree,100.0
TREE_00093,37.5151135,127.1004114,tree,100.0
TREE_00094,37.51502574,127.1008997,tree,100.0
TREE_00095,37.51509165,127.1006117,tree,100.0
TREE_00096,37.51446367,127.1019155,tree,100.0
TREE_00097,37.51495499,127.1011373,tree,100.0
TREE_00098,37.51499029,127.0991995,tree,100.0
TREE_00099,37.51452434,127.10188,tree,100.0
TREE_00100,37.51247589,127.0980389,tree,100.0
TREE_00101,37.51493812,127.1012348,tree,100.0
TREE_00102,37.51512265,127.1005932,tree,100.0
TREE_00103,37.51516175,127.1003804,tree,100.0
TREE_00104,37.51459095,127.1018415,tree,100.0
TREE_00105,37.51505382,127.100977,tree,100.0
TREE_00106,37.51284575,127.0978323,tree,100.0
TREE_00107,37.51378414,127.1024224,tree,100.0
TREE_00108,37.51497947,127.101225,tree,100.0
TREE_00109,37.51502648,127.0991407,tree,100.0
TREE_00110,37.5146495,127.1018128,tree,100.0
TREE_00111,37.51506383,127.1010176,tree,100.0
TREE_00112,37.51517068,127.100565,tree,100.0
TREE_00113,37.51413798,127.1022871,tree,100.0
TREE_00114,37.51422514,127.102246,tree,100.0
TREE_00115,37.51497557,127.1013104,tree,100.0
TREE_00116,37.51426839,127.1022276,tree,100.0
TREE_00117,37.51472054,127.1017818,tree,100.0
TREE_00118,37.51282677,127.0977735,tree,100.0
TREE_00119,37.51521098,127.1005404,tree,100.0
TREE_00120,37.51438418,127.1021648,tree,100.0
TREE_00121,37.51507099,127.0991024,tree,100.0
TREE_00122,37.51501138,127.1013137,tree,100.0
TREE_00123,37.51381341,127.1025016,tree,100.0
TREE_00124,37.51442798,127.1021389,tree,100.0
TREE_00125,37.51446926,127.1021122,tree,100.0
TREE_00126,37.51451458,127.1020897,tree,100.0
TREE_00127,37.51454754,127.1020733,tree,100.0
TREE_00128,37.51510179,127.0990621,tree,100.0
TREE_00129,37.5145937,127.1020462,tree,100.0
TREE_00130,37.51421996,127.102364,tree,100.0
TREE_00131,37.51464273,127.1020187,tree,100.0
TREE_00132,37.51529437,127.1004927,tree,100.0
TREE_00133,37.51513424,127.1012273,tree,100.0
TREE_00134,37.51472803,127.1019732,tree,100.0
TREE_00135,37.51281194,127.0976231,tree,100.0
TREE_00136,37.51515144,127.1012725,tree,100.0
TREE_00137,37.51498812,127.1016276,tree,100.0
TREE_00138,37.51534876,127.1004556,tree,100.0
TREE_00139,37.51477582,127.1019494,tree,100.0
TREE_00140,37.51537992,127.1002515,tree,100.0
TREE_00141,37.51516221,127.101307,tree,100.0
TREE_00142,37.51424683,127.1024834,tree,100.0
TREE_00143,37.51486814,127.1018911,tree,100.0
TREE_00144,37.51238201,127.0977528,tree,100.0
TREE_00145,37.51541063,127.1004221,tree,100.0
TREE_00146,37.51491882,127.1018649,tree,100.0
TREE_00147,37.51522702,127.0989869,tree,100.0
TREE_00148,37.51279158,127.0975098,tree,100.0
TREE_00149,37.51497835,127.1018354,tree,100.0
TREE_00150,37.51546495,127.1001994,tree,100.0
TREE_00151,37.51389441,127.1027538,tree,100.0
TREE_00152,37.51501528,127.1018199,tree,100.0
TREE_00153,37.51521874,127.1014772,tree,100.0
TREE_00154,37.51427104,127.1026112,tree,100.0
TREE_00155,37.51505969,127.1017898,tree,100.0
TREE_00156,37.51549164,127.100369,tree,100.0
TREE_00157,37.51531169,127.0989116,tree,100.0
TREE_00158,37.51524337,127.1015396,tree,100.0
TREE_00159,37.515545,127.1001609,tree,100.0
TREE_00160,37.51554671,127.100342,tree,100.0
TREE_00161,37.51514288,127.101796,tree,100.0
TREE_00162,37.51235116,127.0975362,tree,100.0
TREE_00163,37.51525782,127.1015898,tree,100.0
TREE_00164,37.51274385,127.0973468,tree,100.0
TREE_00165,37.51394478,127.1028904,tree,100.0
TREE_00166,37.51536814,127.0988963,tree,100.0
TREE_00167,37.51431738,127.1027276,tree,100.0
TREE_00168,37.51517742,127.101815,tree,100.0
TREE_00169,37.5156057,127.100306,tree,100.0
TREE_00170,37.51272654,127.0973028,tree,100.0
TREE_00171,37.5151959,127.1018457,tree,100.0
TREE_00172,37.51543599,127.0989261,tree,100.0
TREE_00173,37.51564149,127.1000989,tree,100.0
TREE_00174,37.51117793,127.1013505,tree,100.0
TREE_00175,37.51563898,127.1002847,tree,100.0
TREE_00176,37.51396944,127.1029776,tree,100.0
TREE_00177,37.51519215,127.1019063,tree,100.0
TREE_00178,37.51566957,127.1002627,tree,100.0
TREE_00179,37.5143383,127.102822,tree,100.0
TREE_00180,37.51545585,127.09885,tree,100.0
TREE_00181,37.51531223,127.1017497,tree,100.0
TREE_00182,37.51523193,127.101925,tree,100.0
TREE_00183,37.51570139,127.1002468,tree,100.0
TREE_00184,37.51521616,127.1019808,tree,100.0
TREE_00185,37.51399557,127.1030508,tree,100.0
TREE_00186,37.51551543,127.0988814,tree,100.0
TREE_00187,37.51230911,127.0973441,tree,100.0
TREE_00188,37.51104515,127.1012492,tree,100.0
TREE_00189,37.51573492,127.1002299,tree,100.0
TREE_00190,37.51100906,127.1011501,tree,100.0
TREE_00191,37.51438934,127.1028798,tree,100.0
TREE_00192,37.51525015,127.1019836,tree,100.0
TREE_00193,37.51097557,127.1010445,tree,100.0
TREE_00194,37.51092909,127.1008878,tree,100.0
TREE_00195,37.51552205,127.0988037,tree,100.0
TREE_00196,37.51268776,127.097136,tree,100.0
TREE_00197,37.51523331,127.1020568,tree,100.0
TREE_00198,37.51526828,127.1020469,tree,100.0
TREE_00199,37.51578821,127.1000148,tree,100.0
TREE_00200,37.51556536,127.0988246,tree,100.0
TREE_00201,37.51402564,127.1031382,tree,100.0
TREE_00202,37.51085459,127.100853,tree,100.0
TREE_00203,37.51557985,127.0987683,tree,100.0
TREE_00204,37.51529363,127.1021186,tree,100.0
TREE_00205,37.5108179,127.1007741,tree,100.0
TREE_00206,37.51404871,127.1032048,tree,100.0
TREE_00207,37.51527824,127.1021778,tree,100.0
TREE_00208,37.5144712,127.102997,tree,100.0
TREE_00209,37.51264984,127.0970136,tree,100.0
TREE_00210,37.51077387,127.1007108,tree,100.0
TREE_00211,37.51530637,127.1021743,tree,100.0
TREE_00212,37.51589363,127.099957,tree,100.0
TREE_00213,37.51074473,127.1006524,tree,100.0
TREE_00214,37.51225685,127.0971363,tree,100.0
TREE_00215,37.51565703,127.0987082,tree,100.0
TREE_00216,37.51407674,127.1032878,tree,100.0
TREE_00217,37.51533201,127.1022322,tree,100.0
TREE_00218,37.51070574,127.1006095,tree,100.0
TREE_00219,37.51069237,127.1005728,tree,100.0
TREE_00220,37.51067937,127.1005492,tree,100.0
TREE_00221,37.51569985,127.0986734,tree,100.0
TREE_00222,37.51066579,127.1005313,tree,100.0
TREE_00223,37.51065732,127.1005067,tree,100.0
TREE_00224,37.51544414,127.1021382,tree,100.0
TREE_00225,37.51223572,127.0970437,tree,100.0
TREE_00226,37.51597065,127.0999083,tree,100.0
TREE_00227,37.51535293,127.1022946,tree,100.0
TREE_00228,37.51598273,127.1000905,tree,100.0
TREE_00229,37.51261855,127.0968571,tree,100.0
TREE_00230,37.5157374,127.0986911,tree,100.0
TREE_00231,37.51059487,127.1003793,tree,100.0
TREE_00232,37.51546999,127.1022019,tree,100.0
TREE_00233,37.51536966,127.1023582,tree,100.0
TREE_00234,37.51459332,127.1031517,tree,100.0
TREE_00235,37.5160276,127.1001802,tree,100.0
TREE_00236,37.5122207,127.0969751,tree,100.0
TREE_00237,37.51058038,127.1003527,tree,100.0
TREE_00238,37.51062745,127.100853,tree,100.0
TREE_00239,37.51604698,127.1000515,tree,100.0
TREE_00240,37.5125969,127.0967866,tree,100.0
TREE_00241,37.51056209,127.1003099,tree,100.0
TREE_00242,37.51605192,127.0998629,tree,100.0
TREE_00243,37.51606198,127.1001606,tree,100.0
TREE_00244,37.51548534,127.102261,tree,100.0
TREE_00245,37.51579004,127.0986008,tree,100.0
TREE_00246,37.51221258,127.0969252,tree,100.0
TREE_00247,37.51580739,127.0986236,tree,100.0
TREE_00248,37.5105763,127.1007774,tree,100.0
TREE_00249,37.51052979,127.100254,tree,100.0
TREE_00250,37.51052004,127.1002347,tree,100.0
TREE_00251,37.51609183,127.1001362,tree,100.0
TREE_00252,37.51414271,127.1034865,tree,100.0
TREE_00253,37.51055388,127.1007311,tree,100.0
TREE_00254,37.5154023,127.1024583,tree,100.0
TREE_00255,37.51610449,127.1000209,tree,100.0
TREE_00256,37.51049717,127.1001771,tree,100.0
TREE_00257,37.51053095,127.1006912,tree,100.0
TREE_00258,37.51082434,127.1018247,tree,100.0
TREE_00259,37.51050644,127.1006361,tree,100.0
TREE_00260,37.51047565,127.1001079,tree,100.0
TREE_00261,37.51613563,127.1001075,tree,100.0
TREE_00262,37.51049339,127.1005971,tree,100.0
TREE_00263,37.51613597,127.0998156,tree,100.0
TREE_00264,37.51048138,127.1005639,tree,100.0
TREE_00265,37.51416812,127.1035467,tree,100.0
TREE_00266,37.51217443,127.096832,tree,100.0
TREE_00267,37.51542443,127.1025295,tree,100.0
TREE_00268,37.51615491,127.0999898,tree,100.0
TREE_00269,37.51044535,127.1000361,tree,100.0
TREE_00270,37.51046054,127.1005301,tree,100.0
TREE_00271,37.51553398,127.1024068,tree,100.0
TREE_00272,37.51078393,127.1018573,tree,100.0
TREE_00273,37.51044803,127.1005031,tree,100.0
TREE_00274,37.51617943,127.1000788,tree,100.0
TREE_00275,37.51619725,127.0999565,tree,100.0
TREE_00276,37.51041567,127.1004195,tree,100.0
TREE_00277,37.51418869,127.1036251,tree,100.0
TREE_00278,37.51620925,127.0997675,tree,100.0
TREE_00279,37.51073711,127.101889,tree,100.0
TREE_00280,37.51556184,127.102478,tree,100.0
TREE_00281,37.5162303,127.1000498,tree,100.0
TREE_00282,37.51038177,127.1003442,tree,100.0
TREE_00283,37.51037872,127.0998607,tree,100.0
TREE_00284,37.5121504,127.0967223,tree,100.0
TREE_00285,37.5125433,127.0965482,tree,100.0
TREE_00286,37.510351,127.100273,tree,100.0
TREE_00287,37.51070737,127.1019261,tree,100.0
TREE_00288,37.51420971,127.1036874,tree,100.0
TREE_00289,37.51627116,127.0999188,tree,100.0
TREE_00290,37.51628177,127.1000185,tree,100.0
TREE_00291,37.51032753,127.1002211,tree,100.0
TREE_00292,37.51033322,127.0997853,tree,100.0
TREE_00293,37.51627522,127.0997325,tree,100.0
TREE_00294,37.51558804,127.1025748,tree,100.0
TREE_00295,37.5109025,127.1023983,tree,100.0
TREE_00296,37.51213568,127.0966434,tree,100.0
TREE_00297,37.51251735,127.0964744,tree,100.0
TREE_00298,37.51030147,127.1001717,tree,100.0
TREE_00299,37.51631889,127.0998869,tree,100.0
TREE_00300,37.5163291,127.0999896,tree,100.0
TREE_00301,37.51027854,127.1001344,tree,100.0
TREE_00302,37.51087713,127.1024298,tree,100.0
TREE_00303,37.51026601,127.1000944,tree,100.0
TREE_00304,37.51425045,127.1037804,tree,100.0
TREE_00305,37.51635169,127.0998727,tree,100.0
TREE_00306,37.51024463,127.1000512,tree,100.0
TREE_00307,37.51636602,127.0999521,tree,100.0
TREE_00308,37.51026869,127.0995367,tree,100.0
TREE_00309,37.5102295,127.1000138,tree,100.0
TREE_00310,37.51636205,127.0996833,tree,100.0
TREE_00311,37.51550957,127.1028432,tree,100.0
TREE_00312,37.51637983,127.0998544,tree,100.0
TREE_00313,37.51021905,127.0999775,tree,100.0
TREE_00314,37.51083664,127.1024712,tree,100.0
TREE_00315,37.5105897,127.1020283,tree,100.0
TREE_00316,37.5164048,127.0998424,tree,100.0
TREE_00317,37.51019769,127.0999422,tree,100.0
TREE_00318,37.51635934,127.0993726,tree,100.0
TREE_00319,37.51641709,127.0999138,tree,100.0
TREE_00320,37.51018621,127.0999131,tree,100.0
TREE_00321,37.510806,127.1025105,tree,100.0
TREE_00322,37.51553418,127.102909,tree,100.0
TREE_00323,37.51247375,127.0963144,tree,100.0
TREE_00324,37.51643735,127.0998238,tree,100.0
TREE_00325,37.5164262,127.0996459,tree,100.0
TREE_00326,37.51016319,127.0998443,tree,100.0
TREE_00327,37.5121055,127.0964466,tree,100.0
TREE_00328,37.51645962,127.099811,tree,100.0
TREE_00329,37.51646619,127.0998784,tree,100.0
TREE_00330,37.51053974,127.1020792,tree,100.0
TREE_00331,37.51077255,127.1025385,tree,100.0
TREE_00332,37.51644621,127.099565,tree,100.0
TREE_00333,37.51567097,127.1027992,tree,100.0
TREE_00334,37.51014116,127.0997785,tree,100.0
TREE_00335,37.51555604,127.1029675,tree,100.0
TREE_00336,37.51246496,127.0962472,tree,100.0
TREE_00337,37.51012875,127.0997278,tree,100.0
TREE_00338,37.51649683,127.0998554,tree,100.0
TREE_00339,37.51568738,127.102843,tree,100.0
TREE_00340,37.51011224,127.0996819,tree,100.0
TREE_00341,37.51073801,127.1025679,tree,100.0
TREE_00342,37.516307,127.0986639,tree,100.0
TREE_00343,37.51633185,127.0987463,tree,100.0
TREE_00344,37.51634774,127.0987961,tree,100.0
TREE_00345,37.51636919,127.0988562,tree,100.0
TREE_00346,37.51010053,127.0996402,tree,100.0
TREE_00347,37.51627803,127.0985385,tree,100.0
TREE_00348,37.51640067,127.0989373,tree,100.0
TREE_00349,37.51048174,127.1021267,tree,100.0
TREE_00350,37.5120888,127.0963424,tree,100.0
TREE_00351,37.51641903,127.0989992,tree,100.0
TREE_00352,37.51654216,127.0998137,tree,100.0
TREE_00353,37.51627935,127.0984714,tree,100.0
TREE_00354,37.51008126,127.0995861,tree,100.0
TREE_00355,37.51247001,127.0961658,tree,100.0
TREE_00356,37.51645413,127.0991038,tree,100.0
TREE_00357,37.51069815,127.1026048,tree,100.0
TREE_00358,37.51656214,127.099878,tree,100.0
TREE_00359,37.51648185,127.0991833,tree,100.0
TREE_00360,37.51006336,127.0995327,tree,100.0
TREE_00361,37.51651224,127.0992704,tree,100.0
TREE_00362,37.51658085,127.0999463,tree,100.0
TREE_00363,37.51044523,127.1021678,tree,100.0
TREE_00364,37.51653683,127.0993403,tree,100.0
TREE_00365,37.51005369,127.0994765,tree,100.0
TREE_00366,37.51066764,127.1026394,tree,100.0
TREE_00367,37.51246004,127.0960958,tree,100.0
TREE_00368,37.51004266,127.0994368,tree,100.0
TREE_00369,37.51573152,127.1029735,tree,100.0
TREE_00370,37.51627575,127.0982725,tree,100.0
TREE_00371,37.51657301,127.0994248,tree,100.0
TREE_00372,37.51003509,127.0994107,tree,100.0
TREE_00373,37.51662509,127.1000115,tree,100.0
TREE_00374,37.51631297,127.0983367,tree,100.0
TREE_00375,37.51664229,127.1000705,tree,100.0
TREE_00376,37.510022,127.0993683,tree,100.0
TREE_00377,37.51013534,127.0988063,tree,100.0
TREE_00378,37.5103953,127.102208,tree,100.0
TREE_00379,37.51063392,127.1026676,tree,100.0
TREE_00380,37.5100096,127.099321,tree,100.0
TREE_00381,37.51663772,127.0995769,tree,100.0
TREE_00382,37.51666749,127.1001253,tree,100.0
TREE_00383,37.51000545,127.0992984,tree,100.0
TREE_00384,37.51564025,127.1032048,tree,100.0
TREE_00385,37.51036908,127.102239,tree,100.0
TREE_00386,37.5124446,127.0960062,tree,100.0
TREE_00387,37.51668783,127.1002097,tree,100.0
TREE_00388,37.51667694,127.0996701,tree,100.0
TREE_00389,37.51204495,127.0961532,tree,100.0
TREE_00390,37.51058888,127.1027053,tree,100.0
TREE_00391,37.51009396,127.098687,tree,100.0
TREE_00392,37.50997993,127.0991813,tree,100.0
TREE_00393,37.51671988,127.1002711,tree,100.0
TREE_00394,37.51610607,127.0976494,tree,100.0
TREE_00395,37.51056235,127.1027311,tree,100.0
TREE_00396,37.51672863,127.099808,tree,100.0
TREE_00397,37.51009457,127.098593,tree,100.0
TREE_00398,37.51242788,127.0959422,tree,100.0
TREE_00399,37.51637985,127.0981919,tree,100.0
TREE_00400,37.5099627,127.0991162,tree,100.0
TREE_00401,37.51674775,127.1003245,tree,100.0
TREE_00402,37.51030933,127.1022833,tree,100.0
TREE_00403,37.50995987,127.0990601,tree,100.0
TREE_00404,37.51202738,127.0960786,tree,100.0
TREE_00405,37.51676379,127.1003942,tree,100.0
TREE_00406,37.51580021,127.1031776,tree,100.0
TREE_00407,37.5156798,127.1033318,tree,100.0
TREE_00408,37.51678032,127.099946,tree,100.0
TREE_00409,37.50993922,127.0989984,tree,100.0
TREE_00410,37.51678342,127.1004383,tree,100.0
TREE_00411,37.51051678,127.1027733,tree,100.0
TREE_00412,37.5100646,127.0984829,tree,100.0
TREE_00413,37.50993912,127.0989333,tree,100.0
TREE_00414,37.516434,127.0981488,tree,100.0
TREE_00415,37.51680587,127.1000217,tree,100.0
TREE_00416,37.5158139,127.1032155,tree,100.0
TREE_00417,37.51618527,127.0976052,tree,100.0
TREE_00418,37.51006832,127.0984263,tree,100.0
TREE_00419,37.50994041,127.0988792,tree,100.0
TREE_00420,37.51025971,127.102329,tree,100.0
TREE_00421,37.51680468,127.1004985,tree,100.0
TREE_00422,37.51569578,127.1033729,tree,100.0
TREE_00423,37.51007446,127.0983775,tree,100.0
TREE_00424,37.50993388,127.0988491,tree,100.0
TREE_00425,37.5100755,127.098326,tree,100.0
TREE_00426,37.50992764,127.0988048,tree,100.0
TREE_00427,37.51200559,127.095979,tree,100.0
TREE_00428,37.50993068,127.0987729,tree,100.0
TREE_00429,37.51683291,127.1005721,tree,100.0
TREE_00430,37.51583517,127.1032659,tree,100.0
TREE_00431,37.5104676,127.1028176,tree,100.0
TREE_00432,37.51022192,127.1023574,tree,100.0
TREE_00433,37.51648077,127.098109,tree,100.0
TREE_00434,37.5100717,127.0982589,tree,100.0
TREE_00435,37.50992187,127.0987313,tree,100.0
TREE_00436,37.5157212,127.1034324,tree,100.0
TREE_00437,37.50992489,127.0986917,tree,100.0
TREE_00438,37.51584743,127.1033082,tree,100.0
TREE_00439,37.51686822,127.1006657,tree,100.0
TREE_00440,37.50990884,127.0986233,tree,100.0
TREE_00441,37.51042272,127.1028535,tree,100.0
TREE_00442,37.51651424,127.0980616,tree,100.0
TREE_00443,37.51018293,127.1023978,tree,100.0
TREE_00444,37.51006176,127.0981261,tree,100.0
TREE_00445,37.51006319,127.0980894,tree,100.0
TREE_00446,37.51199907,127.0958652,tree,100.0
TREE_00447,37.516899,127.1007311,tree,100.0
TREE_00448,37.50990409,127.0985451,tree,100.0
TREE_00449,37.5157499,127.1035048,tree,100.0
TREE_00450,37.51007302,127.0980561,tree,100.0
TREE_00451,37.51628195,127.0975146,tree,100.0
TREE_00452,37.51241501,127.0956869,tree,100.0
TREE_00453,37.51694703,127.1003506,tree,100.0
TREE_00454,37.51006791,127.0980072,tree,100.0
TREE_00455,37.51014521,127.102435,tree,100.0
TREE_00456,37.50989522,127.0984597,tree,100.0
TREE_00457,37.5169285,127.1008006,tree,100.0
TREE_00458,37.51037282,127.1028964,tree,100.0
TREE_00459,37.51006771,127.0979416,tree,100.0
TREE_00460,37.51658336,127.0980292,tree,100.0
TREE_00461,37.51694036,127.1008624,tree,100.0
TREE_00462,37.51694792,127.1009094,tree,100.0
TREE_00463,37.50988711,127.0983573,tree,100.0
TREE_00464,37.51239233,127.0956117,tree,100.0
TREE_00465,37.51198193,127.0957757,tree,100.0
TREE_00466,37.51634375,127.0974654,tree,100.0
TREE_00467,37.51033372,127.1029317,tree,100.0
TREE_00468,37.51008486,127.1024815,tree,100.0
TREE_00469,37.5098769,127.0982937,tree,100.0
TREE_00470,37.5166315,127.0979876,tree,100.0
TREE_00471,37.51591112,127.1035074,tree,100.0
TREE_00472,37.5098785,127.0982262,tree,100.0
TREE_00473,37.51579729,127.1036583,tree,100.0
TREE_00474,37.51239254,127.095536,tree,100.0
TREE_00475,37.51006477,127.1025271,tree,100.0
TREE_00476,37.51029409,127.102968,tree,100.0
TREE_00477,37.50987841,127.0981665,tree,100.0
TREE_00478,37.51700761,127.1010106,tree,100.0
TREE_00479,37.51559425,127.1039061,tree,100.0
TREE_00480,37.51639759,127.0974077,tree,100.0
TREE_00481,37.51007414,127.0976746,tree,100.0
TREE_00482,37.51563385,127.1038805,tree,100.0
TREE_00483,37.51578391,127.1037276,tree,100.0
TREE_00484,37.51593531,127.1035568,tree,100.0
TREE_00485,37.5156756,127.1038571,tree,100.0
TREE_00486,37.50987744,127.0980913,tree,100.0
TREE_00487,37.51668825,127.0979731,tree,100.0
TREE_00488,37.51007681,127.0976182,tree,100.0
TREE_00489,37.51571932,127.1038315,tree,100.0
TREE_00490,37.51574978,127.1038043,tree,100.0
TREE_00491,37.51197148,127.0956271,tree,100.0
TREE_00492,37.51595964,127.1035825,tree,100.0
TREE_00493,37.51024653,127.1030088,tree,100.0
TREE_00494,37.51238475,127.0954542,tree,100.0
TREE_00495,37.50987134,127.0980094,tree,100.0
TREE_00496,37.51000536,127.102567,tree,100.0
TREE_00497,37.51673145,127.09796,tree,100.0
TREE_00498,37.50987553,127.0979581,tree,100.0
TREE_00499,37.51705617,127.1011687,tree,100.0
TREE_00500,37.51007203,127.0975151,tree,100.0
TREE_00501,37.50987291,127.0979163,tree,100.0
TREE_00502,37.51237692,127.0953925,tree,100.0
TREE_00503,37.50987197,127.0978625,tree,100.0
TREE_00504,37.51602195,127.1036144,tree,100.0
TREE_00505,37.51008146,127.0973967,tree,100.0
TREE_00506,37.51677974,127.0979366,tree,100.0
TREE_00507,37.51605244,127.1036037,tree,100.0
TREE_00508,37.5098676,127.0977985,tree,100.0
TREE_00509,37.51610406,127.1035697,tree,100.0
TREE_00510,37.51237315,127.0953264,tree,100.0
TREE_00511,37.51614506,127.1035493,tree,100.0
TREE_00512,37.5100963,127.0972423,tree,100.0
TREE_00513,37.51683405,127.0979063,tree,100.0
TREE_00514,37.51619712,127.1035208,tree,100.0
TREE_00515,37.50983395,127.0977453,tree,100.0
TREE_00516,37.51659854,127.0973655,tree,100.0
TREE_00517,37.51499936,127.1046486,tree,100.0
TREE_00518,37.51600506,127.1038061,tree,100.0
TREE_00519,37.51625917,127.1034881,tree,100.0
TREE_00520,37.51606316,127.1037602,tree,100.0
TREE_00521,37.51722186,127.1010875,tree,100.0
TREE_00522,37.51717,127.1014387,tree,100.0
TREE_00523,37.51632549,127.1034478,tree,100.0
TREE_00524,37.51011972,127.0970644,tree,100.0
TREE_00525,37.50979182,127.0976974,tree,100.0
TREE_00526,37.5161131,127.1037521,tree,100.0
TREE_00527,37.51665491,127.0973092,tree,100.0
TREE_00528,37.5123404,127.0951913,tree,100.0
TREE_00529,37.51615258,127.1037338,tree,100.0
TREE_00530,37.51639504,127.1034038,tree,100.0
TREE_00531,37.51725652,127.1011749,tree,100.0
TREE_00532,37.50976858,127.0976627,tree,100.0
TREE_00533,37.51687194,127.0977195,tree,100.0
TREE_00534,37.51505762,127.1047283,tree,100.0
TREE_00535,37.51644431,127.1033735,tree,100.0
TREE_00536,37.51620939,127.1037099,tree,100.0
TREE_00537,37.51728071,127.1012441,tree,100.0
TREE_00538,37.50973787,127.0976254,tree,100.0
TREE_00539,37.51649901,127.1033434,tree,100.0
