streetlight_id,lat,lng
잠실대교남단경관-06,37.520195,127.094763
올_61-07,37.518108,127.091907
올_63-11,37.521212,127.097869
올_62-43,37.521359,127.098714
올_63-25,37.518481,127.092222
올_62-27,37.521437,127.099433
올_62-32,37.517572,127.091354
올_61-24,37.521442,127.099116
올_61-58,37.518219,127.09187
올_61-41,37.52139,127.098474
잠실대교남단-522,37.520192,127.094497
올_63-46,37.518761,127.092386
올_63-37,37.52126,127.097513
잠실대교남단경관-32,37.520302,127.094677
올_62-07,37.517783,127.091427
올_63-10,37.521451,127.098275
올_62-55,37.521589,127.099879
잠실대교남단-525,37.520453,127.094823
잠실대교남단-13,37.52045,127.094748
올_63-26,37.518348,127.09178
잠실대교남단-14,37.520335,127.094498
올_61-06,37.517947,127.091404
잠실대교남단경관-07,37.520408,127.094596
올_62-44,37.521536,127.098338
올_61-25,37.521644,127.099467
올_61-59,37.518098,127.091479
올_61-40,37.521621,127.09887
올_63-47,37.518559,127.091864
올_63-36,37.521547,127.098061
올_63-09,37.521683,127.098683
올_62-31,37.51742,127.090798
올_62-06,37.517641,127.090952
잠실대교남단경관-31,37.520552,127.094485
올_61-26,37.521857,127.099833
올_61-39,37.521837,127.099242
올_63-27,37.518179,127.091252
올_61-60,37.517971,127.091068
올_61-05,37.517781,127.090892
올_62-56,37.521893,127.10033
올_63-35,37.521848,127.098599
올_63-08,37.521912,127.099072
올_63-50,37.518379,127.091269
잠실대교남단-16,37.52059,127.094205
잠실대교남단경관-08,37.52069,127.094382
잠실대교남단-15,37.52079,127.094565
올_62-05,37.517492,127.090484
올_61-27,37.522059,127.100174
올_61-38,37.52207,127.099637
올_61-61,37.517841,127.090647
올_63-28,37.518039,127.090788
잠실대교남단경관-30,37.520803,127.094295
올_62-30,37.517259,127.090169
올_64-01,37.522129,127.100659
올_61-04,37.517624,127.090393
올_63-07,37.522146,127.099476
올_63-34,37.522161,127.099167
잠실대교남단-18,37.520822,127.094079
잠실대교남단경관-09,37.520896,127.094225
올_63-51,37.518195,127.090707
올_61-28,37.522265,127.100527
올_62-04,37.517364,127.09004
잠실대교남단-17,37.521031,127.09434
올_61-62,37.517717,127.090233
올_63-29,37.517896,127.090339
올_64-02,37.522323,127.100978
잠실대교남단경관-29,37.521017,127.094129
올_63-06,37.522367,127.099852
올_61-03,37.51749,127.089933
올_61-37,37.522413,127.100239
잠실대교남단-20,37.520972,127.093926
잠실대교남단-19,37.521149,127.094278
올_63-33,37.522444,127.09976
잠실대교남단-22,37.521033,127.093929
잠실대교남단경관-10,37.521124,127.094045
잠실대교남단-21,37.521235,127.094215
올_63-52,37.518026,127.090139
올_62-03,37.517246,127.089608
올_62-29,37.517115,127.089502
올_61-63,37.517603,127.089801
올_63-30,37.517766,127.089882
올_64-03,37.522535,127.101287
올_63-05,37.522588,127.100223
올_64-19,37.522567,127.100985
잠실대교남단경관-28,37.521211,127.093975
올_61-36,37.522628,127.100578
잠실대교남단-24,37.521203,127.09384
잠실대교남단-23,37.521347,127.094075
잠실대교남단경관-11,37.52128,127.093926
올_61-02,37.517369,127.089466
잠실철교남단-32,37.5227,127.101039
올_63-04,37.522775,127.100432
잠실대교남단-25,37.521461,127.094021
잠실대교남단-26,37.521319,127.093707
올_64-20,37.522763,127.10132
올_62-02,37.51714,127.089151
올_61-64,37.517491,127.089347
올_64-04,37.522757,127.101594
올_63-53,37.517853,127.089578
잠실대교남단경관-27,37.521412,127.093822
올_63-31,37.517652,127.089421
올_61-35,37.52283,127.100936
올_62-28,37.516986,127.088871
잠실철교남단-31,37.522915,127.101379
잠실대교남단경관-12,37.521543,127.093724
올_61-01,37.517259,127.088986
잠실대교남단-27,37.521612,127.093847
잠실대교남단-28,37.521505,127.093607
올_63-03,37.523008,127.10088
석촌지하차도-08,37.504191,127.104403
석촌지하차도-09,37.504047,127.1039
올_64-05,37.522943,127.101902
올_64-21,37.522971,127.101664
석촌지하차도-10,37.503871,127.103342
올_61-34,37.523039,127.10128
올_62-01,37.517052,127.088728
올_61-65,37.517395,127.088905
올_60-26,37.517684,127.089077
잠실대교남단경관-26,37.521655,127.093635
올_63-32,37.51755,127.088948
잠실대교남단-30,37.521645,127.09346
석촌지하차도-07,37.504087,127.104707
잠실철교남단-30,37.523134,127.101727
석촌지하차도-06,37.503939,127.104275
잠실대교남단경관-13,37.521754,127.093549
잠실대교남단-29,37.521838,127.093707
석촌지하차도-05,37.503772,127.10373
올_63-02,37.523238,127.101289
올_64-06,37.523144,127.102229
올_64-22,37.523177,127.101992
올_59-20,37.517143,127.088481
올_61-33,37.523256,127.101626
올_59-50,37.51691,127.088319
잠실철교남단-03,37.523216,127.102542
잠실대교남단경관-25,37.521898,127.093446
석촌지하차도-11,37.503249,127.101368
올_60-27,37.517534,127.088556
잠실철교남단-01,37.523179,127.102929
올_60-01,37.517283,127.088303
잠실철교남단-29,37.523384,127.102033
잠실철교남단-04,37.523357,127.102249
잠실대교남단-32,37.521953,127.093265
석촌지하차도-12,37.503095,127.100855
올_63-01,37.523469,127.101679
올_64-07,37.523359,127.102578
올_61-32,37.523446,127.101949
올_64-23,37.5234,127.102358
잠실대교남단경관-14,37.522028,127.093342
잠실철교남단-02,37.523267,127.103207
잠실대교남단-31,37.522101,127.093465
올_59-19,37.517078,127.088014
석촌지하차도-13,37.502954,127.100336
석촌지하차도-04,37.502979,127.101222
올_64-54,37.523551,127.102105
올_59-49,37.516853,127.08783
잠실대교남단경관-24,37.522183,127.093226
올_60-28,37.517415,127.087995
잠실철교남단-28,37.523697,127.101833
석촌지하차도-14,37.502824,127.099821
석촌지하차도-03,37.502827,127.100668
올_64-24,37.523625,127.102712
올_60-02,37.517208,127.087791
잠실철교남단-05,37.523745,127.102032
잠실대교남단-33,37.522376,127.093294
올_64-08,37.523634,127.102973
잠실대교남단-34,37.522249,127.092996
잠실대교남단경관-15,37.522313,127.093123
석촌지하차도-02,37.50271,127.10013
올_59-18,37.517025,127.087571
올_64-70,37.523812,127.102212
올_64-53,37.523785,127.102464
올_59-48,37.516811,127.087386
석촌지하차도-01,37.502614,127.099613
잠실대교남단경관-23,37.522503,127.092979
올_60-29,37.517332,127.08744
올_64-25,37.523893,127.103059
잠실철교남단-27,37.52412,127.101561
올_60-03,37.517138,127.08724
잠실철교남단-06,37.524155,127.101732
올_64-52,37.524028,127.102809
올_64-69,37.524078,127.102586
올_64-09,37.523952,127.103354
올_59-17,37.516972,127.087106
잠실대교남단-36,37.522621,127.092748
잠실대교남단-35,37.522742,127.092971
잠실대교남단경관-16,37.522686,127.092841
올_59-47,37.516777,127.086936
올_60-30,37.517254,127.086925
잠실대교남단경관-22,37.522846,127.092716
올_64-26,37.524216,127.103433
올_64-51,37.524273,127.103143
잠실철교남단-26,37.524507,127.101316
올_64-68,37.524345,127.102966
올_59-16,37.516929,127.086651
잠실철교남단-07,37.524545,127.101522
올_60-04,37.517097,127.086674
올_64-10,37.524289,127.103762
잠실대교남단-37,37.523066,127.092763
잠실대교남단경관-17,37.522988,127.092597
올_59-46,37.516766,127.086433
잠실대교남단-38,37.52295,127.092457
올_64-50,37.52453,127.103473
잠실대교남단경관-21,37.523136,127.092485
잠실철교북단경관-19,37.524881,127.101008
올_64-67,37.524622,127.103329
올_64-27,37.524549,127.103828
올_60-31,37.517203,127.086327
올_59-15,37.51689,127.086175
잠실철교남단-25,37.524943,127.101036
잠실철교북단경관-20,37.524956,127.100954
잠실철교남단-08,37.524972,127.101208
잠실대교남단-39,37.523325,127.092495
잠실철교남단경관-01,37.524989,127.101293
잠실대교남단경관-18,37.523284,127.092367
잠실대교남단-40,37.52325,127.092265
올_60-05,37.517046,127.086088
올_64-11,37.524614,127.104145
올_59-45,37.516723,127.085947
잠실철교북단경관-56,37.525046,127.100913
잠실철교남단경관-02,37.525064,127.101228
잠실철교북단경관-108,37.525125,127.100857
올_64-49,37.524788,127.103803
잠실철교남단경관-03,37.525144,127.101177
잠실철교북단경관-107,37.525202,127.100806
올_64-66,37.524887,127.103668
잠실철교남단경관-04,37.525223,127.101127
잠실대교남단경관-20,37.523498,127.092206
올_59-14,37.516844,127.085707
잠실철교북단경관-55,37.525278,127.100757
올_64-28,37.524866,127.104206
잠실철교남단경관-05,37.525307,127.101073
잠실철교북단경관-18,37.525342,127.100714
올_60-32,37.517159,127.085735
잠실철교남단경관-06,37.525385,127.101025
올_59-44,37.516682,127.085476
잠실철교북단경관-21,37.525406,127.100676
잠실철교남단-24,37.525434,127.100723
올_64-12,37.524943,127.104526
올_64-48,37.525047,127.10412
올_60-06,37.516996,127.085515
잠실철교남단-09,37.525456,127.100942
잠실철교남단경관-07,37.525463,127.100978
잠실대교남단-41,37.523729,127.09219
잠실대교남단경관-19,37.523676,127.092068
잠실철교북단경관-57,37.525492,127.100629
잠실대교남단-42,37.523644,127.091925
올_64-65,37.525175,127.103974
잠실철교북단경관-106,37.525559,127.100586
잠실철교남단경관-08,37.525549,127.100921
올_59-13,37.516816,127.085233
잠실철교북단경관-105,37.525635,127.100539
잠실철교남단경관-09,37.525632,127.100867
잠실대교북단_01-53,37.523883,127.092074
잠실대교북단_02-54,37.523773,127.091828
올_64-29,37.52518,127.104574
잠실철교북단경관-54,37.525704,127.100494
잠실철교남단경관-10,37.525709,127.100818
올_59-43,37.51665,127.085026
올_60-33,37.517114,127.085183
잠실철교북단경관-17,37.525778,127.100448
잠실철교남단경관-11,37.525787,127.100771
올_64-47,37.525319,127.104446
잠실대교북단_01-51,37.524015,127.091927
잠실철교남단-23,37.525836,127.100466
잠실철교북단경관-22,37.525846,127.100394
잠실대교북단경관-20,37.523988,127.091829
올_64-13,37.525275,127.104906
잠실철교남단-10,37.525856,127.10064
잠실대교북단_02-52,37.523959,127.091729
올_60-07,37.516956,127.084963
올_64-64,37.52544,127.104284
잠실철교남단경관-12,37.525873,127.100715
잠실철교북단경관-58,37.525938,127.100336
올_59-12,37.516774,127.084796
잠실철교남단경관-13,37.525957,127.10066
잠실대교북단경관-42,37.524131,127.091723
잠실철교북단경관-104,37.526026,127.100282
잠실철교남단경관-14,37.526046,127.1006
올_59-42,37.516618,127.08456
잠실철교북단경관-103,37.526096,127.100236
올_64-30,37.525512,127.104967
올_64-46,37.525591,127.10477
잠실철교남단경관-15,37.526131,127.100547
잠실대교북단_01-49,37.524298,127.091757
잠실대교북단경관-19,37.52424,127.091635
잠실대교북단_02-50,37.524193,127.091506
올_60-34,37.51707,127.084616
잠실철교북단경관-53,37.526182,127.100188
올_64-63,37.525707,127.104595
잠실철교남단경관-16,37.526214,127.100495
올_64-14,37.525589,127.105285
잠실철교북단경관-16,37.526265,127.100128
올_60-08,37.516917,127.084414
올_59-11,37.516751,127.084343
잠실철교남단경관-17,37.526303,127.100436
잠실대교북단경관-41,37.524377,127.091533
잠실철교남단-22,37.526327,127.100153
잠실철교남단-11,37.526342,127.100376
잠실철교북단경관-23,37.526355,127.100076
잠실철교남단경관-18,37.526399,127.100374
올_59-41,37.516591,127.084131
잠실철교북단경관-59,37.526442,127.100016
잠실대교북단경관-18,37.524493,127.091442
잠실대교북단_01-47,37.524539,127.091527
잠실대교북단_02-48,37.524453,127.091346
올_64-45,37.525863,127.105098
잠실철교남단경관-19,37.526483,127.100323
올_64-31,37.525842,127.105337
올_64-62,37.525958,127.104908
잠실철교북단경관-102,37.526519,127.099967
올_60-35,37.517038,127.08411
잠실철교남단경관-20,37.52657,127.100269
잠실철교북단경관-101,37.526593,127.09992
잠실대교북단경관-40,37.524637,127.091335
올_64-15,37.525883,127.105643
올_59-10,37.516714,127.083887
잠실철교남단경관-21,37.526655,127.100213
잠실철교북단경관-52,37.526668,127.099871
올_60-09,37.516886,127.083884
잠실대교북단_01-45,37.524804,127.091369
잠실철교남단경관-22,37.52674,127.100162
잠실철교북단경관-15,37.526746,127.099822
잠실대교북단_02-46,37.524699,127.091115
잠실대교북단경관-17,37.524762,127.091238
올_59-40,37.516569,127.083657
잠실철교남단-21,37.526795,127.099855
잠실철교남단-12,37.526803,127.100033
올_64-44,37.526144,127.105419
잠실철교북단경관-24,37.526826,127.099776
잠실철교남단경관-23,37.526835,127.100103
올_64-61,37.526227,127.105185
올_64-32,37.526144,127.105691
잠실철교북단경관-60,37.526908,127.099724
잠실철교남단경관-24,37.526924,127.100041
올_60-36,37.517005,127.083595
잠실대교북단경관-39,37.524921,127.091117
올_59-09,37.516701,127.083424
올_64-16,37.526189,127.105969
잠실철교북단경관-100,37.526995,127.099668
잠실철교남단경관-25,37.527014,127.099986
올_60-10,37.516858,127.083354
잠실철교북단경관-99,37.527077,127.099619
잠실대교북단_01-43,37.525102,127.091098
잠실철교남단경관-26,37.527105,127.099923
잠실대교북단경관-16,37.52506,127.091009
잠실대교북단_02-44,37.525017,127.09091
올_64-43,37.526412,127.105705
올_59-39,37.516553,127.083169
잠실철교북단경관-51,37.527149,127.099572
잠실철교남단경관-27,37.527197,127.099868
올_64-60,37.526524,127.105546
잠실철교북단경관-14,37.527236,127.099518
올_64-33,37.526439,127.106021
잠실철교남단-20,37.527254,127.099563
잠실대교북단경관-38,37.5252,127.0909
잠실철교남단-13,37.527271,127.099782
잠실철교남단경관-28,37.527287,127.099811
잠실철교북단경관-25,37.527307,127.099468
올_60-37,37.516982,127.083069
올_59-08,37.516689,127.082956
올_64-17,37.526475,127.106281
잠실철교남단경관-29,37.527383,127.09975
잠실대교북단_01-41,37.525362,127.090942
잠실철교북단경관-61,37.527387,127.099422
잠실대교북단경관-15,37.52531,127.090817
잠실대교북단_02-42,37.525288,127.090664
잠실철교북단경관-98,37.527462,127.099371
올_60-11,37.516853,127.082828
잠실철교남단경관-30,37.527482,127.099684
올_59-38,37.516551,127.082688
잠실대교북단경관-37,37.525424,127.090725
잠실철교북단경관-97,37.527532,127.099329
올_64-59,37.526833,127.105867
잠실철교남단경관-31,37.527574,127.099628
올_64-34,37.526727,127.106331
잠실철교북단경관-50,37.5276,127.099285
잠실대교북단경관-14,37.525522,127.090652
올_65A-41,37.526843,127.106155
잠실대교북단_02-40,37.525492,127.090546
잠실대교북단_01-39,37.525584,127.090732
잠실철교남단경관-32,37.527666,127.09957
잠실철교북단경관-13,37.527671,127.099237
올_60-38,37.516982,127.082585
올_66-01,37.526757,127.106587
올_59-07,37.516686,127.082468
잠실철교남단-19,37.527703,127.099277
잠실철교남단-14,37.527714,127.099449
잠실철교남단경관-33,37.527753,127.099515
잠실철교북단경관-26,37.527748,127.099188
잠실대교북단경관-36,37.52565,127.090551
잠실철교북단경관-62,37.527821,127.09914
잠실철교남단경관-34,37.527836,127.09946
올_60-12,37.516847,127.082342
잠실대교북단_01-37,37.525783,127.090615
올_59-37,37.516553,127.082206
잠실대교북단경관-13,37.525741,127.090481
잠실철교북단경관-96,37.527889,127.099106
잠실대교북단_02-38,37.525703,127.090345
잠실철교남단경관-35,37.527921,127.099408
올_64-58,37.527146,127.10619
올_64-35,37.527019,127.106636
올_66-02,37.526959,127.106883
잠실철교북단경관-95,37.527955,127.099057
올_65A-40,37.52712,127.106434
잠실철교남단경관-36,37.528009,127.099352
잠실대교북단경관-35,37.525846,127.090406
잠실철교북단경관-49,37.528023,127.099016
올_60-39,37.516982,127.082112
올_59-06,37.516696,127.081975
잠실철교남단경관-37,37.528101,127.099294
잠실대교북단_01-35,37.52597,127.090438
잠실대교북단경관-12,37.525929,127.090339
잠실철교북단경관-12,37.528097,127.098969
잠실대교북단_02-36,37.52589,127.09024
잠실철교남단-18,37.528135,127.099002
잠실철교남단-15,37.528149,127.099212
잠실철교남단경관-38,37.528183,127.099236
잠실철교북단경관-27,37.528184,127.098909
올_60-13,37.51686,127.081864
잠실대교북단경관-34,37.526032,127.090263
올_66-03,37.527173,127.107142
올_59-36,37.516556,127.081719
잠실철교남단경관-39,37.528264,127.099186
올_65A-39,37.527359,127.106682
잠실철교북단경관-63,37.528263,127.09886
올_64-36,37.527299,127.106919
잠실대교북단_01-33,37.52616,127.090327
잠실대교북단경관-11,37.526105,127.090199
잠실대교북단_02-34,37.526062,127.090068
올_64-57,37.527475,127.106534
잠실철교남단경관-40,37.528343,127.099135
잠실철교북단경관-94,37.528343,127.098817
잠실대교북단경관-33,37.526197,127.090133
잠실철교북단경관-93,37.528407,127.098767
올_60-40,37.517,127.081616
잠실철교남단경관-41,37.52844,127.099078
올_59-05,37.516715,127.081481
잠실철교북단경관-48,37.528474,127.098724
올_66-04,37.527398,127.107377
잠실대교북단_01-31,37.526322,127.090169
잠실대교북단_02-32,37.526231,127.089976
잠실대교북단경관-10,37.52629,127.090062
잠실철교남단경관-42,37.528527,127.09902
잠실철교북단경관-11,37.528535,127.098683
잠실철교남단-17,37.528556,127.098734
잠실철교남단-16,37.528573,127.098898
올_60-14,37.516876,127.081348
잠실철교남단경관-43,37.528608,127.098966
올_64-37,37.527578,127.107209
잠실대교북단_02-30,37.52632,127.08987
잠실철교북단경관-28,37.528609,127.098638
올_59-35,37.516582,127.081208
올_65A-38,37.527671,127.106991
잠실철교남단경관-44,37.528697,127.098911
잠실철교북단경관-92,37.528687,127.0986
올_64-56,37.527797,127.106854
잠실대교북단경관-32,37.526467,127.089925
잠실철교남단경관-45,37.528773,127.098859
잠실철교북단경관-91,37.528758,127.098553
올_66-05,37.527646,127.107581
올_60-41,37.517053,127.081109
잠실철교북단경관-47,37.528822,127.098512
올_59-04,37.516745,127.080972
잠실철교남단경관-46,37.528864,127.098805
잠실대교북단_02-28,37.526553,127.089728
잠실대교북단경관-09,37.526599,127.089819
잠실대교북단_01-29,37.526648,127.089914
잠실철교북단경관-10,37.52889,127.09847
잠실철교남단-500,37.528932,127.098495
잠실철교남단경관-47,37.528949,127.098748
올_60-15,37.516902,127.080875
올_64-38,37.527869,127.107494
올_65A-37,37.527954,127.107291
잠실철교남단-501,37.52898,127.098679
잠실철교북단경관-29,37.52898,127.098406
올_59-34,37.516605,127.080694
잠실철교남단경관-48,37.529039,127.098691
올_66-06,37.527893,127.107729
잠실대교북단_01-27,37.526831,127.089808
잠실대교북단경관-31,37.526776,127.089685
잠실철교북단경관-64,37.529056,127.098358
올_64-55,37.528132,127.107163
잠실철교남단경관-49,37.529135,127.098631
잠실철교북단경관-90,37.529124,127.09831
올_60-42,37.517079,127.080658
잠실철교북단경관-89,37.529187,127.098274
잠실철교남단경관-50,37.529221,127.098577
올_59-03,37.516791,127.080461
잠실대교북단_02-26,37.526867,127.089454
잠실대교북단경관-08,37.526926,127.089574
잠실철교북단경관-46,37.529251,127.098236
올_66-07,37.528097,127.107933
잠실철교남단경관-51,37.529309,127.098522
잠실대교북단_01-25,37.527033,127.08962
올_60-16,37.51694,127.080394
잠실철교북단경관-09,37.529311,127.098195
올_64-39,37.528189,127.107805
올_65A-36,37.528268,127.107598
탄천1교-12,37.501903,127.085765
잠실철교북단-15,37.529362,127.098219
탄천1교-13,37.50175,127.085925
잠실철교남단경관-52,37.529391,127.098461
올_66-09,37.52815,127.108116
잠실철교북단경관-30,37.529375,127.098152
올_65A-25,37.528364,127.10748
올림픽대교남단-507,37.528401,127.107423
잠실철교북단-18,37.52942,127.098398
잠실대교북단경관-30,37.527083,127.089447
올_59-33,37.516636,127.080172
성내교-09,37.523405,127.116109
잠실철교북단경관-65,37.529441,127.098108
올_66-10,37.528189,127.108258
잠실철교남단경관-53,37.529485,127.098406
올_60-43,37.517094,127.080172
잠실철교북단경관-88,37.529503,127.098072
올_66-11,37.52822,127.108396
잠실대교북단_02-24,37.527142,127.089277
잠실대교북단_01-23,37.52725,127.089492
올_66-08,37.528319,127.108142
잠실철교남단경관-54,37.529574,127.098349
잠실대교북단경관-07,37.527221,127.089345
잠실철교북단경관-87,37.529555,127.098033
올_66-12,37.528253,127.108536
올림픽대교남단-514,37.528599,127.107561
올_59-02,37.516817,127.079939
잠실철교북단경관-45,37.52962,127.097996
성내교-01,37.523377,127.116461
올_65A-35,37.528533,127.107865
잠실철교남단경관-55,37.529666,127.098292
올_66-13,37.528278,127.108688
올_60-17,37.516986,127.079918
잠실철교북단경관-08,37.529672,127.097955
올_64-40,37.528505,127.1081
탄천1교-14,37.501467,127.085643
성내교-08,37.523693,127.11629
잠실대교북단_01-21,37.527407,127.089329
올_66-14,37.528298,127.108842
잠실대교북단경관-29,37.527374,127.089229
올_65A-24,37.528677,127.107738
잠실철교남단경관-56,37.529758,127.098235
잠실철교북단-14,37.529739,127.09798
잠실철교북단-19,37.529765,127.098178
잠실철교북단경관-31,37.529747,127.09792
올_66-15,37.528299,127.109004
올_59-32,37.516693,127.079669
올_66-25,37.528547,127.108377
탄천1교-11,37.501497,127.085425
잠실철교북단경관-66,37.529809,127.097873
잠실철교남단경관-57,37.529847,127.098174
올_66-16,37.528298,127.109153
올_66-17,37.528278,127.109301
올림픽대교남단-520,37.528838,127.107678
올림픽대교남단-530,37.527786,127.110513
올_60-44,37.517151,127.079692
잠실철교북단경관-86,37.52987,127.097838
올림픽대교남단-524,37.527638,127.110858
잠실대교북단_02-22,37.527449,127.089005
올_66-18,37.528248,127.109459
잠실대교북단경관-06,37.52752,127.089116
올림픽대교남단-562,37.527482,127.111239
올_66-19,37.528217,127.1096
잠실철교남단경관-58,37.529932,127.098124
잠실철교북단경관-85,37.529919,127.09781
잠실대교북단_01-19,37.527609,127.089212
성내교-07,37.523928,127.116432
성내교-02,37.523732,127.116666
잠실철교북단경관-44,37.529971,127.097777
올림픽대교남단-518,37.527347,127.111691
올_59-01,37.516872,127.079467
잠실철교남단경관-59,37.530019,127.098066
올_65A-34,37.528857,127.108126
올림픽대교남단-536,37.528053,127.11031
올_64-41,37.528801,127.108394
올_60-18,37.517049,127.079445
잠실철교북단경관-07,37.530027,127.097738
올_66-26,37.528756,127.108569
잠실대교북단경관-28,37.527668,127.088999
올_59-31,37.516732,127.079314
탄천1교-15,37.5012,127.085318
잠실철교남단경관-60,37.530095,127.098019
잠실대교북단_01-512,37.527733,127.089084
올림픽대교남단-542,37.528328,127.109863
잠실철교북단-20,37.530109,127.097959
올림픽대교남단-561,37.529085,127.107744
잠실철교북단경관-32,37.530092,127.097693
올_65A-23,37.529017,127.107995
잠실철교북단-13,37.53011,127.097743
올림픽대교남단-500,37.528019,127.110708
올림픽대교남단-503,37.527877,127.111016
탄천1교-10,37.501263,127.085081
잠실철교남단경관-61,37.530175,127.097965
잠실철교북단경관-67,37.530155,127.097647
올림픽대교남단-506,37.527729,127.111399
성내교-06,37.524159,127.116577
잠실대교북단경관-05,37.527771,127.088921
잠실대교북단_02-20,37.527728,127.088827
올림픽대교남단-548,37.528591,127.109476
올림픽대교남단-512,37.527594,127.111807
올_60-45,37.517209,127.079228
잠실철교북단경관-84,37.530225,127.097615
잠실철교남단경관-62,37.530259,127.09791
올_66-27,37.528936,127.108752
성내교-03,37.524046,127.116861
